frame,root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,j00_hip_pitch_l_joint,j01_hip_roll_l_joint,j02_hip_yaw_l_joint,j03_knee_pitch_l_joint,j04_ankle_pitch_l_joint,j05_ankle_roll_l_joint,j06_hip_pitch_r_joint,j07_hip_roll_r_joint,j08_hip_yaw_r_joint,j09_knee_pitch_r_joint,j10_ankle_pitch_r_joint,j11_ankle_roll_r_joint,j12_waist_yaw_joint,j13_shoulder_pitch_l_joint,j14_shoulder_roll_l_joint,j15_shoulder_yaw_l_joint,j16_elbow_pitch_l_joint,j17_elbow_yaw_l_joint,j18_shoulder_pitch_r_joint,j19_shoulder_roll_r_joint,j20_shoulder_yaw_r_joint,j21_elbow_pitch_r_joint,j22_elbow_yaw_r_joint,j23_head_yaw_joint
10,-0.653217,-2.165762,0.802428,-0.041177,0.108141,0.530198,0.83994,-0.315192,0.060417,0.232857,0.888585,-0.199165,-0.261799,-0.578225,0.013543,-0.504976,0.488125,-0.263291,-0.2067,-0.299601,0.306539,0.517181,-0.3665,-1.542402,-0.684861,0.330097,-0.52367,0.086172,-0.749229,0.506364,0.0
11,-0.66229,-2.188569,0.801618,-0.041108,0.105103,0.54269,0.832317,-0.254846,0.015277,0.18279,0.836687,-0.167258,-0.2618,-0.597898,0.014772,-0.520628,0.470162,-0.23482,-0.22668,-0.348251,0.291357,0.491063,-0.375621,-1.514108,-0.71148,0.332077,-0.492381,0.04139,-0.775706,0.491336,0.0
12,-0.66859,-2.21177,0.799885,-0.044316,0.103072,0.552207,0.826123,-0.210631,-0.018085,0.125268,0.766328,-0.105593,-0.2618,-0.615331,0.029643,-0.536339,0.438771,-0.203675,-0.25176,-0.375891,0.272619,0.478987,-0.384768,-1.504783,-0.6894,0.333922,-0.453106,0.012771,-0.797742,0.471935,0.0
13,-0.664682,-2.236991,0.795371,-0.051053,0.102746,0.560268,0.820327,-0.17502,-0.031935,0.05487,0.669272,-0.136736,-0.211095,-0.630926,0.065623,-0.557939,0.398646,-0.180434,-0.2618,-0.38466,0.250601,0.483752,-0.394673,-1.512964,-0.636373,0.341257,-0.417899,0.015975,-0.82175,0.455773,0.0
14,-0.672627,-2.261906,0.79132,-0.05758,0.106784,0.56548,0.81579,-0.145156,-0.039108,0.061706,0.560588,-0.249691,-0.082635,-0.666023,0.083437,-0.568162,0.362211,-0.141504,-0.2618,-0.377779,0.223434,0.492808,-0.400231,-1.533442,-0.578886,0.344295,-0.404804,0.057911,-0.855314,0.450333,0.0
15,-0.684216,-2.28932,0.784567,-0.065922,0.115495,0.568255,0.812035,-0.155529,-0.043367,0.083982,0.497778,-0.380003,-0.032467,-0.727564,0.095798,-0.567695,0.343413,-0.102433,-0.2618,-0.361253,0.184872,0.495625,-0.404525,-1.548075,-0.548448,0.333468,-0.402017,0.116988,-0.901104,0.496376,0.0
16,-0.694909,-2.313282,0.779656,-0.071753,0.124357,0.56515,0.812399,-0.179229,-0.051831,0.121495,0.456074,-0.470167,-0.000342,-0.777772,0.112903,-0.551321,0.31612,-0.058831,-0.2618,-0.33418,0.144858,0.489126,-0.395596,-1.547747,-0.538808,0.33137,-0.419594,0.174029,-0.98293,0.594944,0.0
17,-0.701223,-2.340698,0.777001,-0.076292,0.134164,0.561284,0.813105,-0.227617,-0.054673,0.146518,0.443655,-0.524044,0.015772,-0.824854,0.134478,-0.520829,0.287174,-0.018354,-0.2618,-0.306935,0.0993,0.467848,-0.380635,-1.516514,-0.554818,0.337773,-0.443225,0.208062,-1.080205,0.691086,0.0
18,-0.707536,-2.364344,0.778876,-0.078563,0.139812,0.558969,0.813532,-0.275905,-0.056096,0.135768,0.447682,-0.534501,0.012517,-0.854773,0.14274,-0.451584,0.272872,0.019784,-0.123667,-0.285539,0.055752,0.428725,-0.35428,-1.442734,-0.581496,0.363603,-0.471148,0.224905,-1.178005,0.740105,0.0
19,-0.713715,-2.383533,0.785025,-0.081132,0.142091,0.556496,0.81458,-0.313693,-0.054183,0.129777,0.44585,-0.508262,0.010374,-0.86704,0.140109,-0.38681,0.281264,0.036243,-0.043614,-0.260565,0.024972,0.392197,-0.314302,-1.343569,-0.582355,0.377954,-0.492458,0.240337,-1.237618,0.724939,0.0
20,-0.718548,-2.402279,0.793602,-0.083632,0.141796,0.55389,0.816153,-0.336194,-0.048105,0.130888,0.424102,-0.467105,0.010069,-0.859417,0.122454,-0.388928,0.311568,0.013013,-0.096006,-0.23666,0.011749,0.365922,-0.259332,-1.224325,-0.542904,0.390604,-0.514673,0.25622,-1.275776,0.692173,0.0
21,-0.718807,-2.4206,0.801582,-0.08618,0.139983,0.551435,0.817861,-0.348676,-0.034445,0.132765,0.3945,-0.425994,0.004359,-0.839641,0.096445,-0.413927,0.365751,-0.03551,-0.095999,-0.21718,0.01888,0.35309,-0.204909,-1.102294,-0.46222,0.399364,-0.532581,0.268518,-1.304077,0.67206,0.0
22,-0.716226,-2.436576,0.807026,-0.089149,0.136737,0.553819,0.81648,-0.357639,-0.016721,0.12458,0.369921,-0.396144,-0.004651,-0.821107,0.0612,-0.399473,0.452362,-0.095212,-0.093258,-0.214739,0.048453,0.366978,-0.18071,-0.997017,-0.359881,0.404525,-0.54209,0.276958,-1.335477,0.668976,0.0
23,-0.712332,-2.449955,0.808899,-0.090955,0.132533,0.558265,0.813943,-0.366175,0.001307,0.110107,0.360756,-0.387174,-0.02079,-0.809776,0.018112,-0.35609,0.571401,-0.156136,-0.096011,-0.224953,0.094634,0.409035,-0.206462,-0.921736,-0.26527,0.408937,-0.547413,0.280116,-1.372209,0.668549,0.0
24,-0.707847,-2.460929,0.808685,-0.090617,0.128237,0.562426,0.811801,-0.375047,0.015902,0.0964,0.364869,-0.385196,-0.031292,-0.791422,-0.033345,-0.316936,0.689902,-0.210704,-0.090249,-0.239301,0.149046,0.466033,-0.273257,-0.881115,-0.213713,0.4093,-0.548709,0.278554,-1.40251,0.659628,0.0
25,-0.704462,-2.471753,0.808655,-0.091235,0.125782,0.562631,0.811974,-0.390603,0.02923,0.088276,0.37342,-0.380928,-0.035669,-0.761243,-0.088151,-0.305977,0.770711,-0.244555,-0.09426,-0.240339,0.197611,0.518488,-0.345245,-0.861076,-0.218795,0.391959,-0.538249,0.273248,-1.404298,0.647781,0.0
26,-0.701315,-2.481797,0.808917,-0.091262,0.121589,0.560246,0.814255,-0.401633,0.044871,0.08447,0.384304,-0.378579,-0.04343,-0.712534,-0.147137,-0.320908,0.815685,-0.274528,-0.100979,-0.220093,0.246157,0.556647,-0.383042,-0.850168,-0.243247,0.371732,-0.519135,0.258133,-1.370251,0.638171,0.0
27,-0.699019,-2.4941,0.809589,-0.091757,0.120517,0.555033,0.817921,-0.423793,0.058503,0.086288,0.399363,-0.370635,-0.047735,-0.670137,-0.199372,-0.334007,0.825483,-0.290415,-0.125255,-0.181526,0.273856,0.570187,-0.371654,-0.837135,-0.258952,0.345249,-0.495645,0.23742,-1.311115,0.638298,0.0
28,-0.694032,-2.505404,0.810107,-0.089932,0.11628,0.548864,0.822885,-0.433552,0.078806,0.097009,0.415048,-0.365353,-0.058967,-0.60965,-0.235147,-0.355015,0.794756,-0.308681,-0.14373,-0.13175,0.31165,0.577801,-0.318221,-0.843409,-0.24548,0.326445,-0.480405,0.225598,-1.241352,0.642446,0.0
29,-0.688453,-2.519894,0.810002,-0.089399,0.117371,0.538639,0.829518,-0.458856,0.098295,0.109376,0.433741,-0.354497,-0.069327,-0.569308,-0.25736,-0.383732,0.740186,-0.314953,-0.116088,-0.072711,0.323026,0.570689,-0.26501,-0.854373,-0.202153,0.308355,-0.480481,0.224782,-1.203672,0.658902,0.0
30,-0.68005,-2.531077,0.809896,-0.087248,0.115012,0.523801,0.839519,-0.460053,0.127257,0.138563,0.443332,-0.348277,-0.088325,-0.510995,-0.264243,-0.428932,0.656901,-0.306102,-0.0727,-0.008531,0.345967,0.567045,-0.214306,-0.87909,-0.136727,0.308018,-0.492731,0.233265,-1.196003,0.670632,0.0
31,-0.671186,-2.54417,0.808746,-0.085176,0.116117,0.508767,0.848775,-0.471402,0.153722,0.163632,0.457337,-0.341588,-0.104734,-0.474052,-0.269491,-0.481236,0.583754,-0.293565,-0.048326,0.043174,0.346286,0.557467,-0.184538,-0.895928,-0.098322,0.302282,-0.501604,0.243973,-1.202815,0.674049,0.0
32,-0.657219,-2.556698,0.808829,-0.08485,0.112802,0.493591,0.858163,-0.463278,0.195325,0.192999,0.456201,-0.3304,-0.130128,-0.420442,-0.247001,-0.523178,0.503809,-0.279285,0.063037,0.083486,0.35525,0.563737,-0.160235,-0.92229,-0.080137,0.304983,-0.505414,0.253127,-1.226985,0.667099,0.0
33,-0.64206,-2.567966,0.807985,-0.083914,0.109714,0.483404,0.864432,-0.454119,0.232424,0.211727,0.455009,-0.321807,-0.156674,-0.379067,-0.202316,-0.520817,0.439707,-0.292337,0.13538,0.10209,0.358455,0.567528,-0.141852,-0.948134,-0.098642,0.297352,-0.497783,0.259489,-1.245704,0.666034,0.0
34,-0.626166,-2.579008,0.807779,-0.086421,0.106248,0.476107,0.868657,-0.453153,0.274102,0.218954,0.457474,-0.312226,-0.179393,-0.364233,-0.159965,-0.521432,0.419155,-0.298044,0.139502,0.107288,0.34686,0.570297,-0.125378,-0.959842,-0.125078,0.272713,-0.470395,0.265617,-1.249818,0.668116,0.0
35,-0.606884,-2.589827,0.806081,-0.091061,0.100368,0.470563,0.871897,-0.456996,0.327459,0.218323,0.471901,-0.307212,-0.207035,-0.354965,-0.112532,-0.522491,0.420993,-0.307989,0.11734,0.106586,0.330407,0.572341,-0.101842,-0.953197,-0.142375,0.245045,-0.435201,0.269198,-1.238043,0.664427,0.0
36,-0.584865,-2.600293,0.801643,-0.094918,0.092283,0.46374,0.876025,-0.467615,0.38923,0.212775,0.511231,-0.308127,-0.229737,-0.342658,-0.064542,-0.517596,0.436069,-0.335069,0.096317,0.105509,0.311592,0.555971,-0.071282,-0.936655,-0.164163,0.221615,-0.39555,0.268395,-1.210934,0.657492,0.0
37,-0.564132,-2.609795,0.796188,-0.096404,0.087531,0.460122,0.878255,-0.508736,0.438821,0.191695,0.583434,-0.307364,-0.200306,-0.335742,-0.029819,-0.515729,0.458168,-0.371179,0.080894,0.092588,0.293042,0.52727,-0.053555,-0.946667,-0.199728,0.208653,-0.363168,0.263512,-1.194188,0.660259,0.0
38,-0.542059,-2.616836,0.79217,-0.095477,0.082916,0.459448,0.879157,-0.557498,0.479688,0.193247,0.672091,-0.301847,-0.084434,-0.313055,0.005373,-0.516768,0.460659,-0.404588,0.061403,0.070474,0.301033,0.520219,-0.05939,-1.009792,-0.242777,0.209284,-0.347927,0.259317,-1.196422,0.654016,0.0
39,-0.523889,-2.620918,0.790977,-0.091419,0.082685,0.453015,0.88294,-0.600657,0.499286,0.209911,0.760143,-0.298625,0.032627,-0.296837,0.02699,-0.506312,0.455409,-0.421174,0.049025,0.060581,0.313198,0.515977,-0.081094,-1.101213,-0.3178,0.205602,-0.355005,0.256395,-1.191458,0.639658,0.0
40,-0.51096,-2.622688,0.791533,-0.085723,0.084866,0.443009,0.888365,-0.64307,0.485218,0.201943,0.845002,-0.325891,0.055464,-0.287461,0.035783,-0.488305,0.449476,-0.425718,0.038871,0.065588,0.315147,0.490822,-0.106962,-1.18014,-0.454186,0.198927,-0.362416,0.248108,-1.159657,0.6282,0.0
41,-0.500053,-2.622658,0.793758,-0.078559,0.088045,0.431598,0.894315,-0.68245,0.440233,0.179004,0.912312,-0.327539,0.059404,-0.277293,0.037684,-0.467033,0.43863,-0.424484,0.034196,0.079091,0.302756,0.446091,-0.116075,-1.222381,-0.559711,0.191971,-0.355893,0.23684,-1.117143,0.634223,0.0
42,-0.491493,-2.621029,0.7964,-0.072005,0.092606,0.420193,0.899821,-0.721511,0.37913,0.159328,0.954843,-0.309727,0.044435,-0.270593,0.034841,-0.446196,0.427305,-0.417395,0.030814,0.100753,0.285396,0.396912,-0.106969,-1.245733,-0.582391,0.185145,-0.342453,0.222241,-1.091557,0.651695,0.0
43,-0.483629,-2.618248,0.798526,-0.067547,0.097652,0.412075,0.90338,-0.764147,0.314596,0.142861,0.97166,-0.27924,0.005369,-0.263406,0.032449,-0.43224,0.413631,-0.410903,0.033038,0.122724,0.27196,0.362026,-0.107071,-1.257122,-0.580231,0.183642,-0.331566,0.208412,-1.09364,0.657473,0.0
44,-0.474975,-2.61556,0.799355,-0.065117,0.103108,0.406927,0.905284,-0.807704,0.250809,0.127875,0.962303,-0.258691,-0.021741,-0.256794,0.033364,-0.425486,0.400776,-0.408464,0.032741,0.142368,0.259013,0.343757,-0.120074,-1.256634,-0.548142,0.188708,-0.332232,0.206493,-1.119007,0.63633,0.0
45,-0.464547,-2.611615,0.799087,-0.062398,0.108226,0.405748,0.905407,-0.840623,0.188075,0.125743,0.92514,-0.246327,-0.024162,-0.24261,0.034638,-0.427475,0.384226,-0.413013,0.030165,0.152916,0.251122,0.343724,-0.148564,-1.251954,-0.496295,0.208879,-0.355721,0.221022,-1.16953,0.591643,0.0
46,-0.454267,-2.606917,0.797942,-0.061288,0.114599,0.405373,0.904867,-0.871357,0.131414,0.137137,0.867873,-0.232784,-0.021225,-0.234796,0.035197,-0.430154,0.375598,-0.420929,0.030833,0.160126,0.243431,0.35192,-0.191418,-1.257893,-0.467239,0.222276,-0.387951,0.251285,-1.219087,0.572163,0.0
47,-0.443274,-2.601078,0.79586,-0.06169,0.1206,0.405758,0.903886,-0.897052,0.080571,0.155603,0.794487,-0.202602,-0.018301,-0.226893,0.037649,-0.432967,0.370475,-0.431688,0.034516,0.164684,0.236282,0.364888,-0.230745,-1.277097,-0.425121,0.230754,-0.424089,0.290354,-1.260323,0.578307,0.0
48,-0.431937,-2.594328,0.793456,-0.063317,0.126119,0.405428,0.903168,-0.915515,0.033529,0.177634,0.708971,-0.167683,-0.012487,-0.217349,0.043037,-0.435502,0.364078,-0.441002,0.03577,0.171413,0.228323,0.376366,-0.268366,-1.296534,-0.374181,0.236973,-0.461163,0.329791,-1.28895,0.603383,0.0
49,-0.420268,-2.586505,0.791066,-0.066201,0.130882,0.406018,0.902018,-0.924494,-0.007803,0.207665,0.614588,-0.138872,-0.019468,-0.204009,0.051133,-0.441265,0.353816,-0.445449,0.040417,0.176036,0.219264,0.386157,-0.302589,-1.313123,-0.344391,0.241232,-0.493735,0.368357,-1.304817,0.642231,0.0
50,-0.408841,-2.577654,0.788801,-0.070247,0.13518,0.407051,0.900612,-0.925408,-0.044302,0.237912,0.518025,-0.121743,-0.036536,-0.189379,0.06083,-0.446818,0.341843,-0.444864,0.047732,0.178727,0.208693,0.393142,-0.331222,-1.328839,-0.339937,0.239914,-0.519016,0.405536,-1.309836,0.685672,0.0
51,-0.397896,-2.567901,0.786826,-0.074545,0.138833,0.406835,0.899807,-0.91798,-0.072289,0.262996,0.431371,-0.109862,-0.023715,-0.174619,0.069197,-0.451882,0.331685,-0.4409,0.055688,0.181514,0.197067,0.397656,-0.353631,-1.338484,-0.366516,0.235221,-0.537943,0.440336,-1.310156,0.725969,0.0
52,-0.386317,-2.556421,0.785086,-0.078245,0.140516,0.404744,0.900175,-0.899392,-0.089142,0.28656,0.377146,-0.103592,0.01346,-0.157553,0.075088,-0.453347,0.328332,-0.43017,0.065758,0.18586,0.184454,0.395306,-0.369314,-1.337712,-0.387969,0.2321,-0.550539,0.466939,-1.307809,0.75783,0.0
53,-0.37289,-2.541748,0.783118,-0.079917,0.139248,0.399108,0.902738,-0.880949,-0.097455,0.26059,0.380585,-0.07051,0.105889,-0.134946,0.074489,-0.445147,0.33701,-0.414498,0.079936,0.194316,0.17185,0.386725,-0.381422,-1.327552,-0.384306,0.236463,-0.56098,0.483418,-1.306809,0.772629,0.0
54,-0.360695,-2.525826,0.784622,-0.078334,0.138027,0.393417,0.905558,-0.86077,-0.101525,0.255708,0.389614,-0.04455,0.22929,-0.116522,0.061687,-0.432327,0.352196,-0.37864,0.093244,0.199527,0.155872,0.367232,-0.389464,-1.317098,-0.375083,0.249012,-0.572767,0.484729,-1.305472,0.760904,0.0
55,-0.350215,-2.502872,0.788721,-0.068977,0.135097,0.381738,0.911739,-0.808029,-0.105341,0.280071,0.389422,-0.066643,0.256969,-0.107676,0.017232,-0.396477,0.402056,-0.318464,0.114411,0.213637,0.138328,0.325082,-0.398959,-1.291731,-0.361214,0.290024,-0.60143,0.457315,-1.304893,0.728121,0.0
56,-0.337507,-2.48029,0.791134,-0.064053,0.131866,0.383899,0.911664,-0.767584,-0.109911,0.289255,0.411646,-0.115638,0.235182,-0.128279,-0.024707,-0.381278,0.500155,-0.2246,0.120496,0.198284,0.111231,0.29889,-0.413999,-1.251624,-0.348361,0.324965,-0.612253,0.414367,-1.289766,0.695657,0.0
57,-0.323171,-2.459103,0.793102,-0.063072,0.128593,0.387913,0.910499,-0.73227,-0.110624,0.292759,0.432025,-0.160002,0.239739,-0.188647,-0.066477,-0.363083,0.647793,-0.091619,0.09635,0.180541,0.083277,0.290211,-0.431517,-1.218102,-0.385101,0.349078,-0.616746,0.375332,-1.266036,0.670308,0.0
58,-0.307898,-2.436342,0.795147,-0.060179,0.125609,0.390397,0.91005,-0.685946,-0.114776,0.299168,0.439831,-0.202589,0.239138,-0.278358,-0.119328,-0.321962,0.837496,0.031406,0.081209,0.162655,0.064431,0.277364,-0.44705,-1.195086,-0.518423,0.381478,-0.646348,0.344169,-1.263585,0.658359,0.0
59,-0.291065,-2.409137,0.798187,-0.055369,0.121047,0.398392,0.907505,-0.615027,-0.131357,0.296289,0.423997,-0.242795,0.223982,-0.36975,-0.176078,-0.284359,1.017765,0.142592,0.050544,0.129188,0.054651,0.257981,-0.442804,-1.173615,-0.56392,0.415963,-0.686801,0.322242,-1.280073,0.663631,0.0
60,-0.275535,-2.385242,0.797482,-0.046839,0.117327,0.410279,0.903167,-0.550036,-0.157647,0.287047,0.412017,-0.275859,0.220042,-0.448716,-0.216429,-0.236972,1.155809,0.110956,0.015543,0.082545,0.045034,0.23931,-0.420572,-1.158335,-0.517936,0.449838,-0.728175,0.28803,-1.297512,0.657419,0.0
61,-0.258953,-2.366591,0.797256,-0.042769,0.113336,0.42827,0.895495,-0.498379,-0.172232,0.260706,0.406397,-0.29965,0.210127,-0.523613,-0.227521,-0.199055,1.249351,0.00055,-0.009112,0.021524,0.033661,0.239089,-0.401438,-1.152175,-0.48547,0.451803,-0.733309,0.247022,-1.286147,0.631811,0.0
62,-0.242092,-2.348851,0.797814,-0.041853,0.109684,0.448223,0.886179,-0.452008,-0.178283,0.229097,0.401245,-0.321548,0.194043,-0.5971,-0.233289,-0.181235,1.290044,-0.057895,-0.041802,-0.042545,0.02327,0.251724,-0.384797,-1.158606,-0.504514,0.428088,-0.707959,0.199098,-1.247937,0.601073,0.0
63,-0.224306,-2.331944,0.798486,-0.041142,0.105677,0.468048,0.876396,-0.404487,-0.17941,0.197187,0.392619,-0.338726,0.179834,-0.660631,-0.229767,-0.174289,1.281774,-0.115075,-0.078817,-0.107735,0.021725,0.269633,-0.358019,-1.18631,-0.547485,0.395737,-0.670211,0.147499,-1.197878,0.578157,0.0
64,-0.205177,-2.316208,0.799539,-0.041381,0.101089,0.485918,0.867152,-0.357323,-0.17252,0.164058,0.381951,-0.354088,0.160172,-0.715537,-0.201504,-0.159453,1.229732,-0.173872,-0.106108,-0.166538,0.029311,0.28947,-0.32388,-1.229864,-0.581564,0.359803,-0.623255,0.100049,-1.148587,0.570054,0.0
65,-0.185683,-2.300673,0.800378,-0.043158,0.097482,0.502531,0.857961,-0.319034,-0.158602,0.133023,0.378072,-0.369393,0.13577,-0.763141,-0.162655,-0.14494,1.142251,-0.209703,-0.093189,-0.218235,0.039419,0.311872,-0.292238,-1.278472,-0.574669,0.326099,-0.569949,0.05372,-1.117118,0.573531,0.0
66,-0.167796,-2.284502,0.80016,-0.045499,0.095809,0.516333,0.849795,-0.286574,-0.145111,0.111085,0.377136,-0.383923,0.123912,-0.80405,-0.124936,-0.139245,1.025096,-0.223015,-0.083133,-0.257275,0.047843,0.335155,-0.267702,-1.323562,-0.521372,0.30081,-0.515389,0.012248,-1.107935,0.569191,0.0
67,-0.150616,-2.267151,0.799899,-0.047949,0.09356,0.524445,0.844929,-0.247618,-0.128354,0.102169,0.367866,-0.401071,0.106478,-0.822163,-0.089266,-0.156828,0.873684,-0.222414,-0.074148,-0.279369,0.063649,0.362189,-0.241616,-1.366418,-0.405673,0.289904,-0.461736,-0.01658,-1.119274,0.527413,0.0
68,-0.136385,-2.250001,0.798497,-0.04837,0.095034,0.52741,0.842893,-0.216534,-0.120625,0.104079,0.360766,-0.413589,0.092592,-0.834458,-0.057092,-0.187023,0.698955,-0.196973,-0.063644,-0.2886,0.068599,0.379604,-0.222705,-1.397075,-0.301071,0.280797,-0.416543,-0.030826,-1.145783,0.46619,0.0
69,-0.124248,-2.233175,0.796159,-0.046361,0.09945,0.525896,0.843442,-0.187009,-0.122731,0.115702,0.350484,-0.420883,0.081465,-0.833628,-0.027418,-0.243061,0.502568,-0.160019,-0.03256,-0.289381,0.066279,0.390868,-0.20997,-1.426312,-0.264699,0.268969,-0.375649,-0.035974,-1.185818,0.42449,0.0
70,-0.112922,-2.215974,0.791551,-0.040588,0.106606,0.520119,0.846442,-0.158442,-0.135685,0.136196,0.342973,-0.428647,0.072031,-0.825867,-0.005453,-0.346588,0.316093,-0.134599,0.026737,-0.286134,0.057707,0.391899,-0.20032,-1.443676,-0.241967,0.249536,-0.333174,-0.046972,-1.229102,0.424107,0.0
71,-0.100455,-2.19581,0.782845,-0.031358,0.113755,0.514883,0.849101,-0.136139,-0.154123,0.153271,0.365237,-0.449311,0.061578,-0.826441,-0.001088,-0.45683,0.233256,-0.166899,0.085484,-0.287125,0.047283,0.385686,-0.197979,-1.444182,-0.184479,0.224058,-0.284978,-0.076983,-1.263438,0.453102,0.0
72,-0.086425,-2.17351,0.775442,-0.023567,0.11478,0.514466,0.849467,-0.109821,-0.161478,0.157984,0.400969,-0.46048,0.048718,-0.843735,-0.024386,-0.486995,0.306203,-0.131779,0.010879,-0.298729,0.054154,0.38732,-0.197021,-1.443847,-0.119049,0.206921,-0.225036,-0.118623,-1.288021,0.484042,0.0
73,-0.069627,-2.15058,0.771159,-0.016515,0.111903,0.523698,0.844361,-0.089337,-0.156861,0.146766,0.454806,-0.439948,0.035332,-0.856188,-0.058666,-0.479742,0.397636,-0.0931,-0.134303,-0.329421,0.072848,0.392345,-0.201359,-1.451814,-0.09317,0.191052,-0.167188,-0.164843,-1.289799,0.478925,0.0
74,-0.049116,-2.126078,0.77369,-0.014399,0.097361,0.545206,0.832505,-0.086078,-0.12034,0.102478,0.553689,-0.365507,0.01042,-0.8117,-0.086208,-0.513557,0.444608,-0.054456,-0.2618,-0.384118,0.120576,0.416103,-0.200339,-1.463415,-0.095814,0.187531,-0.11134,-0.19637,-1.258216,0.414424,0.0
75,-0.02592,-2.100858,0.7751,-0.012265,0.082526,0.554983,0.827667,-0.129679,-0.07815,0.055842,0.717521,-0.219099,-0.057387,-0.76699,-0.10579,-0.530496,0.529334,-0.120926,-0.2618,-0.408934,0.167683,0.438972,-0.196707,-1.464188,-0.073268,0.18161,-0.074932,-0.212697,-1.19205,0.271083,0.0
