frame,root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,j00_hip_pitch_l_joint,j01_hip_roll_l_joint,j02_hip_yaw_l_joint,j03_knee_pitch_l_joint,j04_ankle_pitch_l_joint,j05_ankle_roll_l_joint,j06_hip_pitch_r_joint,j07_hip_roll_r_joint,j08_hip_yaw_r_joint,j09_knee_pitch_r_joint,j10_ankle_pitch_r_joint,j11_ankle_roll_r_joint,j12_waist_yaw_joint,j13_shoulder_pitch_l_joint,j14_shoulder_roll_l_joint,j15_shoulder_yaw_l_joint,j16_elbow_pitch_l_joint,j17_elbow_yaw_l_joint,j18_shoulder_pitch_r_joint,j19_shoulder_roll_r_joint,j20_shoulder_yaw_r_joint,j21_elbow_pitch_r_joint,j22_elbow_yaw_r_joint,j23_head_yaw_joint
10,-2.264243,1.342332,0.803446,0.023801,-0.221941,-0.273316,-0.935668,-0.838932,0.130613,-0.075953,0.403373,0.033113,-0.154034,-0.590371,-0.058732,-0.084642,0.705935,-0.219947,0.022938,-0.114153,-0.101125,0.300762,-0.276534,-2.119019,-0.262615,0.225811,-0.630449,0.140866,-2.1948,0.127383,0.0
11,-2.272113,1.315019,0.804363,0.026534,-0.219514,-0.257118,-0.940744,-0.808481,0.165229,-0.026717,0.517496,-0.033482,-0.112883,-0.611155,-0.015663,-0.080389,0.698301,-0.213947,-0.001862,-0.132371,-0.136056,0.320145,-0.282758,-2.122035,-0.268831,0.221315,-0.660753,0.100103,-2.1948,0.127771,0.0
12,-2.279671,1.287872,0.801033,0.031486,-0.214072,-0.246477,-0.944685,-0.777606,0.18933,0.009545,0.688278,-0.10463,-0.080577,-0.626688,0.028068,-0.101929,0.704144,-0.219891,-0.045943,-0.169901,-0.165507,0.345039,-0.289346,-2.129905,-0.298632,0.214856,-0.664028,0.063656,-2.1948,0.137366,0.0
13,-2.287632,1.259231,0.798013,0.034074,-0.209562,-0.245935,-0.945748,-0.734295,0.199879,0.06758,0.841649,-0.149702,-0.085519,-0.639627,0.063402,-0.131552,0.704082,-0.22543,-0.086678,-0.231546,-0.193194,0.365092,-0.29597,-2.147247,-0.314416,0.194397,-0.650707,0.03078,-2.187292,0.127567,0.0
14,-2.293468,1.23161,0.798633,0.031454,-0.205388,-0.248852,-0.945991,-0.658604,0.189748,0.140549,0.943772,-0.162946,-0.08272,-0.643394,0.087923,-0.153282,0.689495,-0.213095,-0.118134,-0.2997,-0.221113,0.375701,-0.307205,-2.16682,-0.301243,0.174278,-0.630124,0.001486,-2.183142,0.101436,0.0
15,-2.296503,1.206834,0.802113,0.025302,-0.200115,-0.251361,-0.946642,-0.556528,0.14325,0.196662,0.984254,-0.156582,-0.106151,-0.642067,0.102068,-0.175841,0.673,-0.176462,-0.146513,-0.361286,-0.246229,0.378068,-0.326437,-2.182024,-0.280228,0.165252,-0.60602,-0.02078,-2.181729,0.078261,0.0
16,-2.297834,1.183955,0.804915,0.016948,-0.193527,-0.259897,-0.945893,-0.456431,0.044237,0.180252,0.963451,-0.130972,-0.192814,-0.653969,0.100702,-0.204947,0.688326,-0.125586,-0.168281,-0.430805,-0.265182,0.375081,-0.346505,-2.188304,-0.278859,0.171094,-0.581639,-0.030744,-2.181121,0.051817,0.0
17,-2.306662,1.168184,0.80608,0.006497,-0.190717,-0.274371,-0.9425,-0.370166,-0.099996,0.1101,0.868545,-0.098022,-0.2618,-0.724182,0.068257,-0.210773,0.775689,-0.057468,-0.145576,-0.506187,-0.287896,0.366263,-0.370001,-2.185991,-0.301819,0.177294,-0.557443,-0.03186,-2.178784,0.031882,0.0
18,-2.316985,1.160502,0.798692,-0.005577,-0.188276,-0.281341,-0.94094,-0.270798,-0.259017,-0.003745,0.713239,-0.054788,-0.2618,-0.857788,0.019616,-0.162095,0.962463,0.023559,-0.028353,-0.563666,-0.305993,0.347274,-0.37963,-2.177885,-0.322431,0.183745,-0.545273,-0.022023,-2.17708,0.039484,0.0
19,-2.307842,1.135374,0.783569,-0.013236,-0.186399,-0.270522,-0.944403,-0.182866,-0.358446,-0.175832,0.571247,0.010675,-0.2618,-0.991862,0.051662,-0.047982,1.150845,0.116108,0.243559,-0.568634,-0.330182,0.326963,-0.387716,-2.170165,-0.31361,0.189848,-0.533984,-0.01469,-2.18023,0.073268,0.0
20,-2.283558,1.06891,0.767332,-0.009226,-0.188009,-0.251536,-0.949367,-0.180823,-0.313574,-0.17627,0.551717,0.009894,-0.173864,-1.08267,0.120781,-0.057448,1.253119,0.199089,0.261798,-0.538494,-0.354554,0.337598,-0.39313,-2.181654,-0.300894,0.194299,-0.505597,-0.01147,-2.193197,0.09341,0.0
21,-2.282771,1.037384,0.740892,0.001244,-0.195121,-0.253283,-0.94751,-0.192885,-0.267893,-0.062336,0.584499,-0.195629,0.086886,-1.237529,0.147786,-0.017379,1.408121,0.132838,0.2618,-0.51828,-0.400194,0.365828,-0.423869,-2.194779,-0.299871,0.19214,-0.451148,-0.023397,-2.1948,0.102807,0.0
22,-2.275075,1.027277,0.7204,-1e-05,-0.184508,-0.280713,-0.94189,-0.101761,-0.234773,-0.048292,0.525288,-0.375708,0.129605,-1.321233,0.035004,0.008628,1.537532,-0.039431,0.2618,-0.57033,-0.405959,0.362182,-0.403041,-2.194593,-0.30458,0.199373,-0.460202,-0.01726,-2.1948,0.075517,0.0
23,-2.276039,1.027688,0.704093,0.011143,-0.184251,-0.275386,-0.943446,-0.063566,-0.218691,-0.060768,0.484344,-0.517992,0.141994,-1.414279,-0.026132,0.086133,1.578155,-0.158003,0.209126,-0.534112,-0.404018,0.332342,-0.407657,-2.170341,-0.331661,0.189477,-0.436157,-0.012657,-2.162591,0.078723,0.0
24,-2.267871,1.015799,0.694506,0.025621,-0.187133,-0.257228,-0.947712,-0.060295,-0.176226,-0.034911,0.477701,-0.61578,0.13468,-1.458809,-0.057732,0.118607,1.516242,-0.240985,0.019956,-0.480567,-0.347087,0.294315,-0.394244,-2.113954,-0.360922,0.175959,-0.383769,0.021812,-2.110153,0.096362,0.0
25,-2.257433,1.003693,0.692607,0.03612,-0.194338,-0.232692,-0.952251,-0.066948,-0.142108,0.015994,0.46771,-0.642806,0.124365,-1.460109,-0.066194,0.134788,1.373439,-0.287691,-0.115135,-0.417068,-0.271143,0.262307,-0.374436,-2.062265,-0.349942,0.173515,-0.334872,0.062557,-2.09239,0.073441,0.0
26,-2.245705,0.992712,0.698605,0.042718,-0.20332,-0.20757,-0.955903,-0.080302,-0.116888,0.058955,0.457931,-0.606159,0.10938,-1.413622,-0.04048,0.160685,1.183897,-0.295949,-0.163452,-0.360689,-0.207354,0.254332,-0.372156,-2.02777,-0.269042,0.164,-0.31024,0.107091,-2.119569,0.073029,0.0
27,-2.232842,0.982843,0.71318,0.047887,-0.212066,-0.195124,-0.956379,-0.102842,-0.089597,0.065837,0.451797,-0.51313,0.083368,-1.329433,-0.015147,0.196559,1.007083,-0.221945,0.034439,-0.344829,-0.149808,0.290127,-0.370266,-2.038887,-0.22012,0.141991,-0.297167,0.151403,-2.162808,0.100604,0.0
28,-2.215192,0.975098,0.725327,0.046746,-0.221098,-0.189657,-0.95549,-0.144479,-0.072188,0.059984,0.490263,-0.396767,0.057239,-1.280509,-0.014457,0.174816,0.946698,-0.248278,0.113613,-0.349546,-0.12167,0.340674,-0.366831,-2.072173,-0.238512,0.112118,-0.290789,0.175054,-2.185268,0.115745,0.0
29,-2.196257,0.971228,0.73223,0.035763,-0.233638,-0.173543,-0.956042,-0.218823,-0.078878,0.088687,0.583745,-0.248442,0.050903,-1.281859,-0.009178,0.176401,0.932792,-0.238002,0.118329,-0.339911,-0.130079,0.382733,-0.351611,-2.111452,-0.239409,0.072786,-0.301915,0.178166,-2.186235,0.106589,0.0
30,-2.177796,0.97183,0.739315,0.022093,-0.246007,-0.154664,-0.956594,-0.31999,-0.084434,0.143994,0.71283,-0.055456,0.052215,-1.283773,-0.004753,0.194684,0.917657,-0.232782,0.117608,-0.325409,-0.174236,0.411628,-0.323808,-2.130623,-0.214135,0.024745,-0.322768,0.176137,-2.174999,0.083549,0.0
31,-2.149543,0.97284,0.748645,0.013549,-0.24842,-0.149321,-0.956978,-0.421451,-0.0716,0.136024,0.885788,0.09751,0.028336,-1.23203,-0.015033,0.195776,0.894537,-0.265017,0.116039,-0.323744,-0.234081,0.442927,-0.295584,-2.137377,-0.204108,-0.021894,-0.343653,0.175679,-2.16329,0.067875,0.0
32,-2.115598,0.97425,0.756519,0.006145,-0.244592,-0.157805,-0.956679,-0.523305,-0.050907,0.118735,1.069784,0.156912,0.054487,-1.162674,-0.044176,0.180333,0.887877,-0.311783,0.108955,-0.330398,-0.318595,0.4573,-0.284788,-2.127201,-0.210467,-0.065687,-0.376318,0.173413,-2.160376,0.060428,0.0
33,-2.08459,0.978583,0.760797,-0.001222,-0.24011,-0.167836,-0.956126,-0.622896,-0.039008,0.117329,1.219167,0.100493,0.078775,-1.103829,-0.080459,0.158132,0.893236,-0.3558,0.103962,-0.323725,-0.41534,0.444921,-0.28556,-2.112881,-0.232457,-0.10894,-0.412875,0.164504,-2.159488,0.054535,0.0
34,-2.055159,0.986421,0.762733,-0.009967,-0.238628,-0.176524,-0.95488,-0.732163,-0.049648,0.118016,1.320921,0.033544,0.080184,-1.058288,-0.119993,0.143515,0.904833,-0.399846,0.108163,-0.311266,-0.513209,0.403681,-0.285343,-2.090775,-0.260247,-0.164414,-0.444246,0.155989,-2.159578,0.061507,0.0
35,-2.028156,0.996145,0.763234,-0.017385,-0.240371,-0.188485,-0.952047,-0.853698,-0.081079,0.113419,1.369248,-0.016206,0.073523,-1.023622,-0.162231,0.126385,0.919386,-0.438069,0.117258,-0.305753,-0.602342,0.349049,-0.278704,-2.070121,-0.260532,-0.230432,-0.458056,0.148181,-2.161591,0.069371,0.0
36,-2.002636,1.006511,0.761591,-0.020095,-0.241752,-0.19818,-0.949672,-0.971867,-0.103614,0.119613,1.364413,-0.07034,0.047672,-0.988019,-0.194802,0.101893,0.934197,-0.471736,0.125477,-0.291289,-0.669301,0.29375,-0.270289,-2.057707,-0.253011,-0.293887,-0.451775,0.139224,-2.161705,0.069909,0.0
37,-1.977562,1.018048,0.757473,-0.0168,-0.241673,-0.200613,-0.949245,-1.078736,-0.104485,0.133438,1.31124,-0.127949,0.013445,-0.945556,-0.208066,0.077357,0.944587,-0.503433,0.135587,-0.260426,-0.71068,0.251147,-0.264351,-2.057872,-0.248587,-0.347831,-0.426314,0.129688,-2.164796,0.070653,0.0
38,-1.950291,1.030801,0.75193,-0.010005,-0.239955,-0.198659,-0.950187,-1.165246,-0.08487,0.153491,1.213561,-0.166861,-0.011895,-0.887916,-0.208445,0.054221,0.944575,-0.536647,0.144604,-0.223644,-0.724861,0.224522,-0.267047,-2.062308,-0.253858,-0.393526,-0.391453,0.12914,-2.166258,0.076703,0.0
39,-1.919223,1.045986,0.74829,-0.001438,-0.235583,-0.194711,-0.952148,-1.212187,-0.048952,0.186151,1.068049,-0.191445,-0.039835,-0.799999,-0.206062,0.020026,0.913752,-0.558958,0.16167,-0.185881,-0.703151,0.216727,-0.275073,-2.07441,-0.262056,-0.422277,-0.357778,0.137361,-2.167571,0.088609,0.0
40,-1.889566,1.062716,0.746066,0.009057,-0.232858,-0.190187,-0.95369,-1.23961,-0.028149,0.198124,0.899013,-0.204264,-0.04207,-0.710871,-0.20058,-0.019112,0.865295,-0.561224,0.175305,-0.146542,-0.662059,0.229493,-0.289884,-2.09163,-0.289412,-0.436997,-0.336732,0.149951,-2.169418,0.093882,0.0
41,-1.85976,1.080015,0.745545,0.021133,-0.227656,-0.182478,-0.956257,-1.239081,0.0027,0.217842,0.754116,-0.215059,-0.01388,-0.612826,-0.188391,-0.060278,0.801981,-0.539648,0.190617,-0.102846,-0.598756,0.269506,-0.309799,-2.113883,-0.306596,-0.432635,-0.334586,0.171778,-2.174819,0.100724,0.0
42,-1.830711,1.097811,0.749145,0.028814,-0.218815,-0.173714,-0.959746,-1.223744,0.033377,0.243713,0.692311,-0.1731,0.060603,-0.51264,-0.181432,-0.091419,0.734202,-0.481507,0.205221,-0.059808,-0.519531,0.322839,-0.32323,-2.14317,-0.290493,-0.401595,-0.358799,0.193505,-2.19452,0.115786,0.0
43,-1.801357,1.117021,0.749765,0.034251,-0.203873,-0.169023,-0.963688,-1.200991,0.038494,0.197879,0.732999,-0.100259,0.129253,-0.43025,-0.1814,-0.10807,0.720439,-0.405845,0.208599,-0.026808,-0.44893,0.379063,-0.328371,-2.169082,-0.256456,-0.360633,-0.395429,0.207834,-2.1948,0.109864,0.0
44,-1.772078,1.138999,0.744959,0.034365,-0.188926,-0.173879,-0.965863,-1.175425,0.034426,0.167728,0.824928,-0.12977,0.175151,-0.405374,-0.200335,-0.103248,0.806409,-0.309272,0.166934,-0.00551,-0.443043,0.414962,-0.337641,-2.181299,-0.231366,-0.295775,-0.452893,0.198216,-2.1948,0.09058,0.0
45,-1.743924,1.162782,0.737189,0.024459,-0.176743,-0.196394,-0.964154,-1.134269,-0.008894,0.147214,0.905602,-0.194273,0.168687,-0.447028,-0.246737,-0.076959,0.976944,-0.121618,0.114731,-0.003988,-0.518005,0.407426,-0.345128,-2.180498,-0.241813,-0.190639,-0.532518,0.155483,-2.1948,0.076133,0.0
46,-1.714279,1.187447,0.730172,0.015062,-0.163495,-0.240354,-0.956699,-1.07098,-0.081922,0.11456,0.959142,-0.269641,0.168835,-0.507672,-0.289675,-0.044155,1.18751,0.072019,0.136273,-0.042038,-0.62786,0.38596,-0.339386,-2.173309,-0.24475,-0.06431,-0.596507,0.092908,-2.1948,0.068339,0.0
47,-1.682641,1.214845,0.725389,0.015214,-0.149542,-0.280228,-0.948092,-1.005527,-0.129655,0.072174,1.00916,-0.345972,0.157681,-0.595504,-0.293886,0.001293,1.390159,0.226369,0.060551,-0.079652,-0.741356,0.372031,-0.320124,-2.163507,-0.22912,0.025291,-0.635676,0.049758,-2.1948,0.086487,0.0
48,-1.649375,1.23122,0.721556,0.023797,-0.13884,-0.310536,-0.940066,-0.967699,-0.136006,0.018187,1.064909,-0.408236,0.132559,-0.690834,-0.219887,0.052748,1.545797,0.185689,0.024135,-0.108871,-0.85052,0.359004,-0.305839,-2.135853,-0.204203,0.057392,-0.666765,0.029747,-2.1948,0.092896,0.0
49,-1.616509,1.246653,0.719423,0.037543,-0.132758,-0.331881,-0.933178,-0.939868,-0.123012,-0.034253,1.109698,-0.463815,0.107666,-0.802482,-0.174487,0.051463,1.641783,0.049511,0.022742,-0.121957,-0.940947,0.33436,-0.298384,-2.095922,-0.200031,0.021744,-0.696706,0.023561,-2.1948,0.087882,0.0
50,-1.585219,1.265048,0.71739,0.050156,-0.128285,-0.348652,-0.927075,-0.905218,-0.106951,-0.075788,1.141115,-0.520972,0.086314,-0.924236,-0.170184,0.027344,1.675185,-0.043495,0.005736,-0.119998,-1.002425,0.283679,-0.293723,-2.047035,-0.221738,-0.062963,-0.736458,0.021252,-2.1948,0.09654,0.0
51,-1.5547,1.282716,0.716701,0.061148,-0.125285,-0.363884,-0.920952,-0.866224,-0.086733,-0.109084,1.156667,-0.565739,0.067023,-1.039495,-0.180477,-0.008594,1.642979,-0.119567,-0.01846,-0.108558,-1.034788,0.220931,-0.290119,-2.004964,-0.218982,-0.182695,-0.777292,0.026111,-2.1948,0.136412,0.0
52,-1.522722,1.297106,0.716757,0.071643,-0.123218,-0.377095,-0.915141,-0.83178,-0.058121,-0.143005,1.167571,-0.595183,0.042579,-1.136601,-0.159937,-0.027959,1.546294,-0.176216,-0.042514,-0.086512,-1.042987,0.162604,-0.289361,-1.978834,-0.202377,-0.323725,-0.815035,0.040216,-2.1948,0.205316,0.0
53,-1.489544,1.310176,0.716567,0.082771,-0.122521,-0.389529,-0.909068,-0.800352,-0.021642,-0.175483,1.171166,-0.620691,0.011933,-1.208709,-0.111855,-0.018754,1.389108,-0.190562,-0.022875,-0.063286,-1.035846,0.122733,-0.293649,-1.96917,-0.195884,-0.469573,-0.837787,0.056837,-2.1948,0.237991,0.0
54,-1.456178,1.324347,0.71791,0.092809,-0.121938,-0.404358,-0.901672,-0.754447,0.016467,-0.204438,1.147307,-0.647461,-0.016715,-1.239204,-0.065449,0.013875,1.169854,-0.185134,0.004161,-0.048709,-1.016765,0.102681,-0.302781,-1.971157,-0.200733,-0.604472,-0.839935,0.070604,-2.1948,0.221315,0.0
55,-1.425117,1.338893,0.720752,0.102965,-0.122661,-0.422179,-0.892254,-0.709626,0.050586,-0.235212,1.107018,-0.661303,-0.041279,-1.233862,-0.032692,0.072926,0.899768,-0.152368,0.027585,-0.042146,-0.989767,0.096881,-0.320031,-1.97755,-0.21183,-0.718603,-0.826876,0.075652,-2.1948,0.193569,0.0
56,-1.396765,1.354125,0.728779,0.112744,-0.119241,-0.444573,-0.880582,-0.649568,0.086005,-0.267436,1.037165,-0.655105,-0.059298,-1.175015,-0.036271,0.125231,0.600373,-0.109158,0.041292,-0.050471,-0.934372,0.110635,-0.341708,-1.990562,-0.209465,-0.792878,-0.797427,0.081626,-2.1948,0.183278,0.0
57,-1.367539,1.370275,0.737158,0.119393,-0.110234,-0.477893,-0.863257,-0.578243,0.118321,-0.317592,0.958469,-0.640593,-0.076185,-1.080497,-0.088052,0.082269,0.358629,-0.100602,0.002824,-0.08123,-0.859163,0.139627,-0.371583,-2.004545,-0.2042,-0.821992,-0.764736,0.084911,-2.1948,0.187343,0.0
58,-1.333248,1.386367,0.732767,0.116269,-0.107788,-0.500577,-0.85105,-0.516973,0.14609,-0.344311,0.919209,-0.645141,-0.102405,-1.048952,-0.134249,-0.055698,0.310122,-0.131286,0.063949,-0.077534,-0.80758,0.145248,-0.389641,-2.014072,-0.223114,-0.837687,-0.768585,0.095861,-2.1948,0.198159,0.0
59,-1.299362,1.402336,0.726191,0.112474,-0.10752,-0.511608,-0.845013,-0.463617,0.179077,-0.348149,0.896265,-0.636035,-0.125346,-1.090324,-0.147318,-0.057876,0.439494,-0.081881,0.038656,-0.053155,-0.75911,0.152541,-0.401079,-2.027108,-0.250913,-0.828586,-0.76844,0.103989,-2.1948,0.199241,0.0
60,-1.26387,1.421072,0.720578,0.108924,-0.104463,-0.519356,-0.841125,-0.408735,0.214933,-0.350644,0.885009,-0.592421,-0.1446,-1.147174,-0.141945,-0.005262,0.594918,0.031578,0.034271,-0.037849,-0.696861,0.170706,-0.399978,-2.048007,-0.265318,-0.790709,-0.749102,0.103612,-2.1948,0.200524,0.0
61,-1.222784,1.444174,0.713123,0.102443,-0.098491,-0.531363,-0.83514,-0.364951,0.242634,-0.369369,0.909984,-0.504589,-0.139438,-1.189006,-0.129945,0.053984,0.782711,0.0378,0.025926,-0.051831,-0.611224,0.189174,-0.382132,-2.077837,-0.250514,-0.723438,-0.715107,0.099963,-2.1948,0.212462,0.0
62,-1.1869,1.463623,0.710393,0.097297,-0.100901,-0.536528,-0.83216,-0.387827,0.244303,-0.383411,0.983714,-0.338727,-0.09685,-1.209666,-0.137978,0.056682,0.90551,-0.014165,0.073898,-0.06496,-0.541853,0.184127,-0.361631,-2.089959,-0.239947,-0.652515,-0.680628,0.092639,-2.1948,0.207213,0.0
63,-1.156502,1.485455,0.714456,0.086075,-0.103969,-0.542876,-0.828895,-0.433375,0.230128,-0.36637,1.077819,-0.143343,-0.084958,-1.191736,-0.161286,0.054275,0.980073,-0.101732,0.080569,-0.087508,-0.468602,0.16747,-0.347591,-2.096773,-0.242991,-0.561549,-0.658258,0.084903,-2.1948,0.199798,0.0
64,-1.127349,1.501085,0.723778,0.075871,-0.116427,-0.546715,-0.825707,-0.539779,0.242141,-0.284805,1.191678,0.013995,-0.074238,-1.172099,-0.175264,0.051563,1.00427,-0.162634,0.069877,-0.108536,-0.444155,0.14398,-0.355453,-2.083852,-0.260225,-0.489125,-0.657055,0.07733,-2.1948,0.19871,0.0
65,-1.097367,1.511394,0.734976,0.067254,-0.131022,-0.551769,-0.82089,-0.649736,0.282729,-0.155225,1.27562,0.031886,0.038922,-1.145594,-0.184349,0.038461,1.002171,-0.210084,0.047,-0.145743,-0.446121,0.146523,-0.37141,-2.079572,-0.270805,-0.426646,-0.656347,0.069673,-2.1948,0.19491,0.0
66,-1.074961,1.520567,0.747322,0.06029,-0.147232,-0.554767,-0.816653,-0.722623,0.241365,-0.071944,1.312474,-0.066844,0.124978,-1.12145,-0.195298,0.027714,0.975599,-0.232759,0.03112,-0.191293,-0.469765,0.171433,-0.387016,-2.08571,-0.286914,-0.378387,-0.65185,0.062502,-2.1948,0.183265,0.0
67,-1.05872,1.528375,0.758691,0.054362,-0.163487,-0.557262,-0.812266,-0.776156,0.154248,-0.001065,1.293108,-0.137147,0.116566,-1.106096,-0.210622,0.020441,0.94339,-0.239839,0.02546,-0.243039,-0.503951,0.209401,-0.394008,-2.100523,-0.301032,-0.342756,-0.644478,0.054808,-2.1948,0.170359,0.0
68,-1.044417,1.535601,0.767654,0.050362,-0.175671,-0.558608,-0.809049,-0.806364,0.062296,0.073794,1.215454,-0.183661,0.060279,-1.089334,-0.222193,0.008244,0.916081,-0.244044,0.023442,-0.291466,-0.544204,0.250551,-0.393432,-2.113427,-0.307347,-0.311897,-0.63108,0.046849,-2.1948,0.157871,0.0
69,-1.029565,1.544295,0.772443,0.048834,-0.180533,-0.558056,-0.808453,-0.806894,-0.016996,0.133578,1.096489,-0.249583,-0.064196,-1.068706,-0.225934,-0.01158,0.910432,-0.250154,0.02333,-0.331083,-0.585433,0.292252,-0.389102,-2.12464,-0.307159,-0.275878,-0.612713,0.039169,-2.1948,0.151376,0.0
70,-1.011044,1.557375,0.774801,0.044687,-0.176228,-0.556366,-0.810805,-0.773645,-0.092855,0.128518,0.96551,-0.295628,-0.188555,-1.031337,-0.230181,-0.0399,0.929003,-0.260696,0.020974,-0.368473,-0.621786,0.324143,-0.378001,-2.128547,-0.312825,-0.226302,-0.597703,0.040776,-2.1948,0.145583,0.0
71,-0.992097,1.570131,0.77415,0.038332,-0.171596,-0.554778,-0.813208,-0.734311,-0.133836,0.120053,0.868227,-0.334773,-0.193298,-1.020689,-0.238882,-0.056968,0.986515,-0.257725,0.017446,-0.404223,-0.680633,0.334178,-0.373947,-2.110582,-0.319545,-0.180803,-0.585998,0.044639,-2.1948,0.152745,0.0
72,-0.973132,1.587409,0.769539,0.022735,-0.159903,-0.560963,-0.811933,-0.653188,-0.11454,0.192963,0.837574,-0.371697,-0.136932,-1.031702,-0.278691,-0.057001,1.110469,-0.20931,0.012075,-0.457567,-0.73644,0.324709,-0.365754,-2.075709,-0.306069,-0.125059,-0.59008,0.050071,-2.1948,0.164793,0.0
73,-0.954056,1.607893,0.757813,0.010437,-0.143397,-0.558348,-0.817053,-0.584065,-0.119673,0.148635,0.869636,-0.41002,-0.032324,-1.104201,-0.295272,-0.015145,1.297351,-0.056939,-0.030736,-0.48951,-0.788103,0.320423,-0.35944,-2.036592,-0.273036,-0.074234,-0.597502,0.052165,-2.1948,0.162376,0.0
74,-0.937332,1.628176,0.745021,0.005317,-0.125486,-0.548144,-0.8269,-0.512134,-0.093301,0.132184,0.896138,-0.493731,-0.035775,-1.204057,-0.293352,0.032174,1.485935,0.087138,-0.01935,-0.502859,-0.825808,0.332642,-0.360903,-2.010731,-0.235784,-0.035189,-0.601142,0.053728,-2.1948,0.158378,0.0
