frame,root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,j00_hip_pitch_l_joint,j01_hip_roll_l_joint,j02_hip_yaw_l_joint,j03_knee_pitch_l_joint,j04_ankle_pitch_l_joint,j05_ankle_roll_l_joint,j06_hip_pitch_r_joint,j07_hip_roll_r_joint,j08_hip_yaw_r_joint,j09_knee_pitch_r_joint,j10_ankle_pitch_r_joint,j11_ankle_roll_r_joint,j12_waist_yaw_joint,j13_shoulder_pitch_l_joint,j14_shoulder_roll_l_joint,j15_shoulder_yaw_l_joint,j16_elbow_pitch_l_joint,j17_elbow_yaw_l_joint,j18_shoulder_pitch_r_joint,j19_shoulder_roll_r_joint,j20_shoulder_yaw_r_joint,j21_elbow_pitch_r_joint,j22_elbow_yaw_r_joint,j23_head_yaw_joint
12,-1.911068,-1.334898,0.686995,-0.118859,0.285982,0.41613,0.85494,-1.469779,-0.19733,-0.076091,1.250405,-0.429867,0.029615,-1.291361,-0.163935,-0.075361,1.379069,-0.56323,0.036141,-0.034453,-0.385982,0.250709,-0.243732,-2.180639,-0.383627,-0.409789,-0.388271,0.019447,-2.1948,0.164401,0.0
13,-1.893981,-1.328629,0.681174,-0.125499,0.279138,0.392164,0.86749,-1.479699,-0.127494,-0.084615,1.313254,-0.473844,0.034359,-1.348878,-0.128635,-0.078454,1.488827,-0.407174,-0.035531,0.022827,-0.387487,0.243592,-0.207266,-2.175219,-0.37447,-0.376785,-0.412648,0.01693,-2.1948,0.168272,0.0
14,-1.87483,-1.321952,0.676535,-0.132656,0.273698,0.378479,0.874211,-1.476817,-0.076244,-0.110283,1.356267,-0.525423,0.006456,-1.41625,-0.104638,-0.067806,1.598821,-0.236103,-0.022668,0.049452,-0.402809,0.236737,-0.176416,-2.16602,-0.375028,-0.343281,-0.425479,0.011323,-2.1948,0.177794,0.0
15,-1.854369,-1.31988,0.67378,-0.140049,0.272115,0.372123,0.876279,-1.475317,-0.035622,-0.138634,1.377082,-0.563476,-0.019961,-1.477978,-0.095242,-0.057451,1.697014,-0.192021,0.029605,0.05648,-0.4382,0.223579,-0.156973,-2.155426,-0.379613,-0.312971,-0.429765,0.002172,-2.1948,0.184923,0.0
16,-1.833983,-1.314553,0.669052,-0.141577,0.269955,0.369841,0.877666,-1.461939,-0.004714,-0.156521,1.401389,-0.600045,-0.048356,-1.526498,-0.161489,-0.057352,1.748449,-0.242993,0.021453,0.050276,-0.482313,0.197254,-0.155665,-2.139695,-0.399753,-0.270401,-0.436359,-0.006923,-2.1948,0.182564,0.0
17,-1.812021,-1.314795,0.664392,-0.147408,0.271623,0.369767,0.876222,-1.471206,0.022637,-0.189988,1.42254,-0.62142,-0.083511,-1.592397,-0.209651,-0.026508,1.741942,-0.277413,-0.029787,0.035693,-0.531488,0.182125,-0.176234,-2.142422,-0.430132,-0.242747,-0.423292,-0.011715,-2.1948,0.179092,0.0
18,-1.783081,-1.318673,0.662897,-0.150163,0.26732,0.36873,0.877513,-1.455129,0.06946,-0.230539,1.42391,-0.640666,-0.136508,-1.62341,-0.205735,0.049375,1.671302,-0.29935,-0.027,0.020025,-0.56481,0.168026,-0.220079,-2.141967,-0.434349,-0.212531,-0.402515,-0.011323,-2.1948,0.175997,0.0
19,-1.75391,-1.326176,0.662191,-0.153664,0.266097,0.366057,0.878398,-1.445663,0.117784,-0.270733,1.411944,-0.65177,-0.189444,-1.643682,-0.17395,0.145702,1.547657,-0.305142,-0.016697,0.001631,-0.591384,0.162755,-0.273218,-2.15345,-0.426666,-0.205217,-0.375716,-0.003362,-2.1948,0.17925,0.0
20,-1.725487,-1.333231,0.661903,-0.153516,0.266741,0.364341,0.878941,-1.42465,0.161,-0.296542,1.38538,-0.65919,-0.233582,-1.646,-0.153732,0.24281,1.388842,-0.262732,-0.041856,-0.022599,-0.612622,0.166505,-0.329676,-2.167187,-0.420499,-0.203128,-0.353164,0.008463,-2.1948,0.182452,0.0
21,-1.696619,-1.337206,0.666857,-0.148933,0.261564,0.367484,0.879977,-1.364305,0.204532,-0.304437,1.329716,-0.656655,-0.2618,-1.582611,-0.146155,0.331917,1.217602,-0.213925,-0.061629,-0.054924,-0.618894,0.183075,-0.385304,-2.175856,-0.426984,-0.181792,-0.334185,0.023863,-2.1948,0.187619,0.0
22,-1.666689,-1.34234,0.671252,-0.141299,0.254363,0.377935,0.878919,-1.299867,0.233365,-0.316033,1.27299,-0.636481,-0.2618,-1.483013,-0.161888,0.40903,1.106628,-0.218242,0.196179,-0.095863,-0.616306,0.20576,-0.428261,-2.185259,-0.453597,-0.146478,-0.323373,0.037253,-2.1948,0.19365,0.0
23,-1.620081,-1.359467,0.674723,-0.120658,0.24056,0.396475,0.877713,-1.205465,0.272109,-0.328531,1.192844,-0.571211,-0.2618,-1.352692,-0.209758,0.370546,1.092783,-0.387959,0.2618,-0.145402,-0.596887,0.216208,-0.442443,-2.194427,-0.464886,-0.080375,-0.350943,0.053511,-2.1948,0.201204,0.0
24,-1.581243,-1.367362,0.674753,-0.102907,0.231706,0.403863,0.878987,-1.156005,0.306677,-0.315335,1.180832,-0.485152,-0.2618,-1.309281,-0.214125,0.355012,1.163293,-0.478474,0.2618,-0.163704,-0.581851,0.226391,-0.44137,-2.1948,-0.458468,-0.02453,-0.389877,0.069236,-2.191702,0.210554,0.0
25,-1.54908,-1.386131,0.668282,-0.094072,0.24239,0.396504,0.880444,-1.248625,0.330262,-0.307389,1.260572,-0.325125,-0.154402,-1.364993,-0.170158,0.355552,1.265727,-0.536785,0.2618,-0.146323,-0.58095,0.223704,-0.428509,-2.1948,-0.444718,-0.013139,-0.427046,0.077427,-2.182857,0.251289,0.0
26,-1.505058,-1.383441,0.674132,-0.074216,0.225386,0.404797,0.883081,-1.208457,0.384093,-0.195078,1.285339,-0.210891,0.133067,-1.241343,-0.193634,0.313684,1.27907,-0.631331,0.2618,-0.15932,-0.51521,0.244716,-0.380236,-2.1948,-0.413887,0.01586,-0.481599,0.082307,-2.165406,0.26875,0.0
27,-1.484778,-1.392941,0.675126,-0.075267,0.234533,0.408029,0.879114,-1.296798,0.339711,-0.170932,1.369549,-0.222797,0.210533,-1.247934,-0.176896,0.286096,1.299907,-0.644208,0.258387,-0.137305,-0.500191,0.26713,-0.365492,-2.194649,-0.428042,-0.011731,-0.495209,0.077966,-2.151136,0.274699,0.0
28,-1.464716,-1.389502,0.676522,-0.065681,0.220195,0.439893,0.868156,-1.295654,0.199705,-0.159172,1.457669,-0.295591,0.173632,-1.158819,-0.249284,0.208532,1.303253,-0.6807,0.248925,-0.174982,-0.409321,0.314976,-0.321842,-2.1948,-0.408542,-0.01869,-0.523876,0.087532,-2.118177,0.276548,0.0
29,-1.449842,-1.395895,0.674193,-0.072871,0.223401,0.463922,0.854142,-1.382103,0.127916,-0.055781,1.532524,-0.340136,0.158395,-1.146967,-0.270695,0.137473,1.324364,-0.6807,0.230176,-0.181878,-0.378668,0.376008,-0.301072,-2.1948,-0.398613,-0.064976,-0.51814,0.086761,-2.103083,0.308984,0.0
30,-1.432942,-1.40054,0.671618,-0.086,0.223698,0.484645,0.841239,-1.45241,0.084345,0.074571,1.562205,-0.354218,0.157411,-1.116968,-0.275662,0.053129,1.334281,-0.6807,0.208926,-0.169147,-0.363566,0.442329,-0.27776,-2.1948,-0.393048,-0.119355,-0.491925,0.090628,-2.077886,0.288113,0.0
31,-1.416632,-1.402555,0.669585,-0.101318,0.220574,0.496861,0.833193,-1.502217,0.041475,0.184208,1.538084,-0.349484,0.123884,-1.077384,-0.259002,-0.021661,1.333615,-0.6807,0.191868,-0.127629,-0.370994,0.492185,-0.258691,-2.1948,-0.397365,-0.182062,-0.467211,0.101837,-2.064598,0.280764,0.0
32,-1.400823,-1.400042,0.667418,-0.117076,0.214261,0.504618,0.828098,-1.53853,-0.006797,0.254618,1.465814,-0.34419,0.078654,-1.025157,-0.23059,-0.087538,1.322411,-0.6807,0.17733,-0.065547,-0.393846,0.520291,-0.253238,-2.1948,-0.387192,-0.248027,-0.446239,0.119696,-2.071513,0.305979,0.0
33,-1.384009,-1.393209,0.666164,-0.131406,0.20582,0.509677,0.824985,-1.55956,-0.046641,0.294231,1.359773,-0.330725,0.052476,-0.957138,-0.197132,-0.149772,1.295265,-0.6807,0.166664,0.003641,-0.419883,0.534272,-0.252821,-2.1948,-0.382287,-0.312813,-0.428369,0.14906,-2.087456,0.298056,0.0
34,-1.366987,-1.382718,0.665938,-0.144368,0.196596,0.511746,0.823786,-1.5747,-0.085145,0.288542,1.241369,-0.307817,0.036031,-0.880314,-0.157539,-0.201821,1.252991,-0.6807,0.159163,0.079892,-0.445453,0.550926,-0.262696,-2.1948,-0.390877,-0.37274,-0.427239,0.189627,-2.118725,0.302759,0.0
35,-1.34811,-1.368851,0.668345,-0.157393,0.182499,0.511198,0.824984,-1.579386,-0.102514,0.240926,1.139269,-0.277564,0.020839,-0.779672,-0.106739,-0.25662,1.185455,-0.6807,0.154868,0.157151,-0.44089,0.584577,-0.277718,-2.1948,-0.395072,-0.413234,-0.43947,0.239946,-2.168829,0.340362,0.0
36,-1.329078,-1.353882,0.671053,-0.172092,0.164468,0.508564,0.827464,-1.583038,-0.090387,0.184103,1.076058,-0.266012,0.040645,-0.671896,-0.043221,-0.306049,1.105463,-0.6807,0.15227,0.234858,-0.398302,0.633317,-0.287823,-2.1948,-0.380159,-0.447157,-0.461016,0.295074,-2.1948,0.362797,0.0
37,-1.306731,-1.333674,0.673265,-0.183546,0.136931,0.507315,0.830778,-1.570227,-0.059459,0.110508,1.065539,-0.256561,0.033259,-0.537326,0.026781,-0.349065,1.02228,-0.6807,0.156698,0.30695,-0.302908,0.697026,-0.285901,-2.1948,-0.352058,-0.452124,-0.478897,0.344594,-2.1948,0.37914,0.0
38,-1.282246,-1.310133,0.670668,-0.18584,0.108161,0.519306,0.827095,-1.533682,-0.049654,0.050827,1.099386,-0.174882,0.131027,-0.433519,0.068183,-0.37635,1.027728,-0.670496,0.169985,0.346084,-0.185542,0.750293,-0.281534,-2.1948,-0.339023,-0.401771,-0.514474,0.362385,-2.1948,0.394459,0.0
39,-1.256803,-1.284413,0.679027,-0.185089,0.08047,0.538048,0.818396,-1.459697,-0.037208,0.020833,1.117166,-0.135226,0.2618,-0.397315,0.096006,-0.380542,1.09514,-0.425607,0.107569,0.361434,-0.083357,0.785364,-0.274708,-2.1948,-0.357763,-0.302319,-0.564737,0.337648,-2.1948,0.394602,0.0
40,-1.241752,-1.250412,0.687065,-0.176486,0.059745,0.565882,0.803157,-1.373787,-0.04962,0.00133,1.158409,-0.184262,0.2618,-0.460684,0.070469,-0.34245,1.293324,-0.174562,0.01128,0.333798,-0.016256,0.776469,-0.262883,-2.1948,-0.37874,-0.160606,-0.639215,0.282185,-2.1948,0.411474,0.0
41,-1.227696,-1.220931,0.694895,-0.162377,0.051684,0.606765,0.776401,-1.281278,-0.104063,-0.014399,1.164622,-0.201309,0.2618,-0.585161,0.021682,-0.287424,1.533266,-0.24555,-0.035737,0.244342,-0.012577,0.725169,-0.254079,-2.1948,-0.371689,0.002014,-0.73005,0.193918,-2.1948,0.4369,0.0
42,-1.215113,-1.194092,0.703347,-0.148774,0.047121,0.650495,0.743305,-1.192206,-0.15901,-0.015298,1.152563,-0.198172,0.2618,-0.757635,-0.063809,-0.233108,1.753451,-0.346669,-0.113865,0.134088,-0.059325,0.66335,-0.248374,-2.1948,-0.33521,0.114361,-0.790213,0.109799,-2.095661,0.440069,0.0
43,-1.198246,-1.175197,0.715017,-0.145715,0.042332,0.693289,0.704504,-1.125487,-0.195419,-0.026896,1.119944,-0.17961,0.2618,-0.985899,-0.107427,-0.141091,1.899169,-0.397547,-0.15085,0.020747,-0.128469,0.624009,-0.232797,-2.1948,-0.341411,0.185721,-0.805366,0.043059,-1.956495,0.41929,0.0
44,-1.17318,-1.160017,0.727235,-0.154702,0.03235,0.73201,0.662709,-1.076056,-0.197832,-0.056522,1.080769,-0.198924,0.2618,-1.180107,-0.09149,-0.053805,1.923934,-0.365878,-0.073579,-0.07522,-0.18782,0.620703,-0.218819,-2.1948,-0.363642,0.246153,-0.794626,-0.013539,-1.873309,0.404022,0.0
45,-1.154668,-1.145005,0.736786,-0.163783,0.015695,0.760787,0.6278,-1.023835,-0.18704,-0.107354,1.049236,-0.247905,0.2618,-1.256449,-0.118062,-0.025384,1.845727,-0.288851,0.0163,-0.136484,-0.203736,0.626149,-0.203756,-2.1948,-0.352645,0.269275,-0.782152,-0.030274,-1.844712,0.390891,0.0
46,-1.144308,-1.13291,0.745615,-0.165435,-0.006259,0.781782,0.601172,-0.985437,-0.1789,-0.177449,1.051735,-0.24434,0.2618,-1.215988,-0.104184,-0.00646,1.69743,-0.106155,0.099707,-0.159946,-0.168594,0.629293,-0.181782,-2.1948,-0.324397,0.265903,-0.77449,-0.02856,-1.863075,0.373177,0.0
47,-1.135615,-1.125548,0.751283,-0.170119,-0.027886,0.795389,0.581067,-0.978098,-0.148055,-0.213084,1.070092,-0.235665,0.2618,-1.115472,-0.060963,-0.018012,1.51094,0.079761,0.19734,-0.13969,-0.113662,0.650242,-0.16061,-2.1948,-0.325039,0.220216,-0.754093,-0.02294,-1.904095,0.363621,0.0
48,-1.124966,-1.124317,0.752692,-0.179911,-0.041133,0.808109,0.559375,-0.994059,-0.131991,-0.252207,1.079272,-0.244784,0.2618,-1.019996,-0.024131,-0.056156,1.340839,0.170505,0.261799,-0.103202,-0.066135,0.683093,-0.142235,-2.1948,-0.331982,0.141695,-0.728462,-0.029056,-1.951673,0.356159,0.0
49,-1.112116,-1.124158,0.754744,-0.18105,-0.053213,0.812096,0.552167,-1.00001,-0.10635,-0.283868,1.087947,-0.248734,0.2618,-0.915205,-0.010922,-0.145564,1.19936,0.225748,0.2618,-0.029926,-0.015009,0.687566,-0.118907,-2.1948,-0.329734,0.072363,-0.707508,-0.039538,-2.001413,0.343757,0.0
50,-1.115272,-1.128946,0.750475,-0.179396,-0.057852,0.813248,0.550544,-1.022598,-0.109362,-0.276515,1.122919,-0.220728,0.2618,-0.851591,-0.015078,-0.194078,1.135759,0.18543,0.2618,0.049658,0.006943,0.656469,-0.112895,-2.1948,-0.338032,0.012828,-0.689444,-0.05412,-2.05009,0.309444,0.0
51,-1.124543,-1.134178,0.74775,-0.174583,-0.062002,0.818017,0.54454,-1.060611,-0.122899,-0.258667,1.180881,-0.136919,0.25041,-0.788631,-0.016749,-0.198811,1.076791,0.129183,0.2618,0.102118,0.018814,0.610579,-0.129447,-2.1948,-0.327474,-0.011781,-0.669843,-0.056331,-2.111398,0.281559,0.0
52,-1.127914,-1.141642,0.745795,-0.174106,-0.06217,0.822681,0.537604,-1.148248,-0.145401,-0.283021,1.267052,-0.044605,0.008584,-0.750156,-0.021304,-0.206797,1.034162,0.045643,0.2618,0.121971,0.007658,0.563828,-0.152506,-2.1948,-0.313337,-0.029996,-0.651953,-0.034716,-2.181134,0.270018,0.0
53,-1.151287,-1.159379,0.734907,-0.167473,-0.060667,0.831452,0.52627,-1.206827,-0.151717,-0.266423,1.326574,-0.023074,-0.2618,-0.741717,-0.070792,-0.168568,1.036797,-0.018512,0.2618,0.110352,-0.010839,0.52581,-0.193205,-2.1948,-0.312468,-0.053337,-0.650189,0.010151,-2.1948,0.253913,0.0
54,-1.16397,-1.174195,0.731329,-0.162059,-0.052097,0.83643,0.520968,-1.254995,-0.14516,-0.293427,1.379487,-0.071797,-0.2618,-0.753132,-0.117413,-0.149532,1.034085,-0.039149,0.2618,0.089279,-0.049557,0.484679,-0.239236,-2.1948,-0.305418,-0.074833,-0.657794,0.055047,-2.1948,0.247708,0.0
55,-1.164043,-1.176871,0.733038,-0.150418,-0.040486,0.836768,0.524933,-1.269471,-0.071677,-0.345143,1.429752,-0.181318,-0.2618,-0.760514,-0.149893,-0.133746,1.040432,-0.062058,0.2618,0.068438,-0.083837,0.433358,-0.284333,-2.1948,-0.291275,-0.073802,-0.675926,0.104485,-2.1948,0.251296,0.0
56,-1.156863,-1.173175,0.735352,-0.138053,-0.032252,0.830971,0.537948,-1.251704,0.050674,-0.429281,1.451591,-0.271733,-0.2618,-0.765024,-0.154813,-0.111987,1.050943,-0.087616,0.2618,0.052652,-0.116464,0.403652,-0.32502,-2.1948,-0.273331,-0.054594,-0.687235,0.142047,-2.1948,0.23802,0.0
57,-1.158735,-1.172775,0.733831,-0.121736,-0.027343,0.818934,0.56016,-1.192052,0.210716,-0.464711,1.440653,-0.311876,-0.227945,-0.766684,-0.159121,-0.067743,1.060422,-0.120767,0.2618,0.047373,-0.145434,0.39037,-0.360415,-2.1948,-0.266381,-0.02001,-0.702477,0.173613,-2.1948,0.224266,0.0
58,-1.170053,-1.189146,0.724986,-0.117956,-0.0297,0.792475,0.597651,-1.133835,0.334955,-0.516683,1.446063,-0.320688,-0.158724,-0.80153,-0.127978,-0.003489,1.048965,-0.132834,0.2618,0.078919,-0.184912,0.406068,-0.397932,-2.1948,-0.295179,-0.006687,-0.686017,0.211062,-2.1948,0.244223,0.0
59,-1.18829,-1.203841,0.720825,-0.106495,-0.03319,0.76652,0.632459,-0.944521,0.405619,-0.509912,1.410538,-0.329399,-0.208811,-0.794116,-0.110845,0.059136,0.999353,-0.155711,0.2618,0.099807,-0.220716,0.419714,-0.43254,-2.1948,-0.305841,0.025549,-0.674471,0.234997,-2.1948,0.245817,0.0
60,-1.208957,-1.227,0.718076,-0.10468,-0.032086,0.75331,0.648489,-0.804479,0.394879,-0.494766,1.363822,-0.236542,-0.25554,-0.801875,-0.116556,0.091127,0.931204,-0.145796,0.2618,0.069571,-0.26383,0.440743,-0.464895,-2.1948,-0.30285,0.04408,-0.649373,0.249302,-2.1948,0.235523,0.0
61,-1.240216,-1.252003,0.724558,-0.094567,-0.017159,0.764149,0.63784,-0.688198,0.341232,-0.395368,1.224179,-0.330384,-0.2618,-0.798984,-0.207851,0.103882,0.836949,-0.083848,0.2618,-0.037953,-0.307064,0.437801,-0.481128,-2.1948,-0.296009,0.058536,-0.653383,0.252248,-2.1948,0.241633,0.0
62,-1.263747,-1.284318,0.735094,-0.092925,-0.000247,0.771998,0.628795,-0.654656,0.279085,-0.326174,1.120981,-0.448319,-0.2618,-0.819229,-0.267735,0.113051,0.724366,0.062962,0.2618,-0.130463,-0.35438,0.441758,-0.497193,-2.1948,-0.298867,0.053039,-0.636376,0.251247,-2.1948,0.242306,0.0
63,-1.300839,-1.328591,0.742262,-0.099731,0.02703,0.77384,0.624896,-0.714968,0.183032,-0.234717,1.087781,-0.485596,-0.16928,-0.877051,-0.301073,0.168514,0.604006,0.167634,0.209451,-0.193679,-0.42277,0.454534,-0.520535,-2.1948,-0.300267,0.017536,-0.615285,0.249253,-2.1948,0.231575,0.0
64,-1.325651,-1.353411,0.758081,-0.09166,0.034929,0.767583,0.6334,-0.674204,0.134247,-0.160328,1.008593,-0.458833,-0.112933,-0.849397,-0.29411,0.149601,0.595854,0.118304,0.250081,-0.218946,-0.43347,0.491515,-0.526861,-2.1948,-0.297719,0.010593,-0.603161,0.258475,-2.1948,0.223129,0.0
65,-1.343878,-1.383599,0.770594,-0.089721,0.051221,0.748955,0.654518,-0.686701,0.092924,-0.090454,0.958209,-0.388741,-0.072815,-0.891175,-0.259608,0.087277,0.715286,0.071978,0.242479,-0.194212,-0.443928,0.508038,-0.529939,-2.1948,-0.299803,-0.003871,-0.601338,0.272811,-2.1948,0.231299,0.0
66,-1.358509,-1.409781,0.780741,-0.079591,0.069945,0.731611,0.673438,-0.697824,0.0539,-0.011706,0.917761,-0.285589,-0.04349,-0.927319,-0.251383,0.000434,0.925232,-0.02528,0.22318,-0.164344,-0.43044,0.494379,-0.514088,-2.1948,-0.29015,0.000361,-0.623693,0.289172,-2.1948,0.236731,0.0
67,-1.376511,-1.443565,0.790089,-0.075688,0.091079,0.720637,0.683124,-0.765246,0.002064,0.025717,0.905842,-0.14887,-0.047026,-0.938167,-0.254859,-0.087717,1.104785,-0.091871,0.219877,-0.149678,-0.428157,0.465118,-0.501824,-2.1948,-0.291015,-0.003657,-0.644762,0.295541,-2.1948,0.230717,0.0
68,-1.398059,-1.478999,0.801077,-0.074781,0.109203,0.716397,0.685024,-0.829324,-0.056431,0.011607,0.878912,-0.03001,-0.173528,-0.914787,-0.235377,-0.127646,1.220317,-0.09896,0.234015,-0.150683,-0.432694,0.429609,-0.499359,-2.1948,-0.283132,-0.008863,-0.662614,0.293569,-2.1948,0.209015,0.0
69,-1.443629,-1.51557,0.808435,-0.07247,0.124354,0.712853,0.686385,-0.845542,-0.132252,-0.034045,0.816513,-0.002088,-0.261799,-0.900564,-0.230895,-0.096469,1.273019,-0.038376,0.261799,-0.152053,-0.44711,0.391398,-0.504874,-2.1948,-0.273668,-0.014488,-0.684759,0.285907,-2.1948,0.186784,0.0
70,-1.476498,-1.538895,0.812573,-0.061918,0.138984,0.70005,0.697696,-0.799168,-0.197974,-0.162044,0.750385,-0.043966,-0.2618,-0.841109,-0.218231,-0.05287,1.229297,0.022781,0.2618,-0.130499,-0.470027,0.343061,-0.500694,-2.1948,-0.258676,-0.001721,-0.726899,0.261698,-2.1948,0.17354,0.0
71,-1.490955,-1.566824,0.806775,-0.05148,0.155352,0.685799,0.709151,-0.789458,-0.16128,-0.149837,0.789367,-0.108676,-0.2618,-0.77543,-0.204197,-0.04744,1.09394,0.003858,0.195516,-0.120159,-0.49906,0.302387,-0.485301,-2.1948,-0.252989,0.006498,-0.760306,0.23642,-2.1948,0.178905,0.0
72,-1.489401,-1.593381,0.798178,-0.047493,0.157752,0.660844,0.732219,-0.758852,-0.01683,-0.056601,0.874931,-0.143422,-0.2618,-0.699412,-0.174347,-0.092933,0.968065,-0.214698,0.068424,-0.098436,-0.504564,0.291668,-0.46839,-2.1948,-0.250149,0.022769,-0.749377,0.216419,-2.1948,0.175607,0.0
73,-1.493739,-1.619959,0.785629,-0.04736,0.157217,0.645726,0.745706,-0.723658,0.056755,-0.074239,0.981588,-0.162178,-0.2618,-0.694085,-0.148134,-0.093305,0.926548,-0.379971,0.026946,-0.12831,-0.491312,0.30961,-0.457071,-2.1948,-0.249898,0.031849,-0.700035,0.211371,-2.1948,0.170342,0.0
74,-1.509763,-1.640939,0.770612,-0.045349,0.159552,0.623547,0.763987,-0.650602,0.043311,-0.144263,1.069303,-0.203073,-0.2618,-0.760763,-0.135992,-0.040016,0.967855,-0.472027,-0.002631,-0.167876,-0.44502,0.324036,-0.441482,-2.1948,-0.261461,0.055241,-0.6538,0.205678,-2.1948,0.195188,0.0
