frame,root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,j00_hip_pitch_l_joint,j01_hip_roll_l_joint,j02_hip_yaw_l_joint,j03_knee_pitch_l_joint,j04_ankle_pitch_l_joint,j05_ankle_roll_l_joint,j06_hip_pitch_r_joint,j07_hip_roll_r_joint,j08_hip_yaw_r_joint,j09_knee_pitch_r_joint,j10_ankle_pitch_r_joint,j11_ankle_roll_r_joint,j12_waist_yaw_joint,j13_shoulder_pitch_l_joint,j14_shoulder_roll_l_joint,j15_shoulder_yaw_l_joint,j16_elbow_pitch_l_joint,j17_elbow_yaw_l_joint,j18_shoulder_pitch_r_joint,j19_shoulder_roll_r_joint,j20_shoulder_yaw_r_joint,j21_elbow_pitch_r_joint,j22_elbow_yaw_r_joint,j23_head_yaw_joint
27,0.538687,0.248016,0.738575,0.162203,0.118359,-0.832134,0.516948,-0.524439,0.371166,0.094011,1.132034,-0.048233,-0.036518,-1.169539,-0.146713,-0.213037,1.033274,-0.312828,-0.044285,0.002567,0.049456,0.344794,-0.250817,-2.1948,0.436831,0.043298,-0.134613,0.378703,-1.996727,0.224602,0.0
28,0.514251,0.227253,0.752367,0.168782,0.113164,-0.840798,0.501762,-0.600654,0.344591,0.084086,1.198497,-0.126608,-0.028789,-1.103502,-0.120939,-0.210886,0.985087,-0.327468,-0.038387,0.036264,0.031422,0.344703,-0.237415,-2.1948,0.404654,0.041897,-0.147985,0.367641,-1.981646,0.186638,0.0
29,0.49327,0.207772,0.766785,0.176352,0.11005,-0.846954,0.489344,-0.708584,0.301035,0.076344,1.229037,-0.168515,-0.05191,-1.041462,-0.106959,-0.223868,0.926717,-0.324826,-0.034049,0.072291,0.017335,0.334434,-0.216129,-2.1948,0.414428,0.029101,-0.162646,0.343658,-1.984033,0.206507,0.0
30,0.475644,0.189186,0.779678,0.18542,0.110696,-0.848616,0.482925,-0.832026,0.255658,0.079444,1.205552,-0.209729,-0.086065,-1.0013,-0.10213,-0.235939,0.884154,-0.30096,-0.022879,0.109404,-0.0018,0.325198,-0.188559,-2.1948,0.440907,0.008396,-0.158246,0.319483,-1.980388,0.214319,0.0
31,0.458129,0.169394,0.787713,0.189622,0.114126,-0.848901,0.479985,-0.946271,0.215786,0.080255,1.140001,-0.253395,-0.118005,-0.960624,-0.095615,-0.247291,0.860063,-0.288326,-0.006749,0.155746,-0.022468,0.319703,-0.152469,-2.1948,0.441172,-0.009516,-0.141652,0.294194,-1.976566,0.198816,0.0
32,0.4394,0.147838,0.789351,0.19063,0.117047,-0.849221,0.478314,-1.045107,0.183577,0.087557,1.051197,-0.285571,-0.12649,-0.91532,-0.090743,-0.258772,0.853946,-0.312988,0.010871,0.211916,-0.045285,0.298874,-0.116008,-2.1948,0.465272,-0.028779,-0.127166,0.267444,-1.980602,0.199799,0.0
33,0.420365,0.125093,0.784452,0.189983,0.118365,-0.849972,0.47691,-1.130097,0.156017,0.110113,0.956794,-0.287437,-0.107587,-0.857689,-0.087237,-0.279243,0.847916,-0.383563,0.011253,0.275766,-0.074212,0.264329,-0.074933,-2.1948,0.499245,-0.051424,-0.114061,0.23881,-1.988763,0.176583,0.0
34,0.399333,0.100706,0.773945,0.182367,0.121107,-0.855244,0.469716,-1.20409,0.136628,0.103227,0.878728,-0.219476,-0.152484,-0.763641,-0.070291,-0.327202,0.81921,-0.496975,0.007692,0.355426,-0.092339,0.224993,-0.035074,-2.1948,0.571005,-0.085684,-0.092573,0.199373,-1.986336,0.063268,0.0
35,0.374029,0.076477,0.763049,0.168881,0.12703,-0.857717,0.468683,-1.270929,0.107097,0.04815,0.840078,-0.115223,-0.200674,-0.681692,-0.044099,-0.34821,0.827811,-0.56035,0.020119,0.407095,-0.101178,0.191044,-0.011506,-2.1948,0.681325,-0.175621,-0.037737,0.160007,-1.951726,-0.086018,0.0
36,0.348297,0.053581,0.749887,0.154484,0.131857,-0.860553,0.467115,-1.324741,0.110959,0.031043,0.883183,-0.09213,-0.111159,-0.639304,-0.037714,-0.37944,0.907004,-0.573155,0.017385,0.426117,-0.16724,0.167588,-0.011498,-2.1948,0.712413,-0.312128,0.02019,0.125257,-1.922395,-0.122269,0.0
37,0.321275,0.026978,0.739099,0.139503,0.130482,-0.866447,0.461284,-1.339468,0.147692,0.015347,0.999299,-0.117318,0.082279,-0.659587,-0.065674,-0.38521,1.086253,-0.452589,-0.007581,0.462651,-0.356605,0.147913,0.015754,-2.1948,0.559548,-0.455504,0.048054,0.094098,-1.926695,-0.121281,0.0
38,0.29281,-0.006952,0.727033,0.125893,0.126292,-0.871721,0.456402,-1.307963,0.188051,-0.028879,1.113689,-0.273501,0.020992,-0.746392,-0.13328,-0.350395,1.356949,-0.313606,0.048225,0.498453,-0.5615,0.120178,0.12751,-2.1948,0.616572,-0.576238,0.065709,0.060971,-1.94542,-0.039949,0.0
39,0.265434,-0.031753,0.708422,0.119441,0.127239,-0.872002,0.457336,-1.324404,0.227909,-0.057278,1.233237,-0.387539,0.000357,-0.895155,-0.177116,-0.268024,1.567028,-0.323501,0.072289,0.492637,-0.737949,0.158234,0.260683,-2.177106,0.615679,-0.640618,0.110292,0.030912,-1.919658,0.040869,0.0
40,0.236514,-0.049543,0.691755,0.124787,0.133574,-0.860095,0.476259,-1.367985,0.213552,-0.126686,1.32014,-0.45655,-0.04377,-1.088622,-0.208023,-0.159046,1.655449,-0.333761,0.130518,0.421183,-0.893598,0.300105,0.294864,-2.101314,0.4139,-0.647923,0.1553,0.048836,-1.881073,0.065163,0.0
41,0.207395,-0.068064,0.681847,0.1411,0.143922,-0.844966,0.495388,-1.405449,0.188554,-0.181222,1.362995,-0.504708,-0.086697,-1.275503,-0.257359,-0.054105,1.60659,-0.324861,0.140154,0.360625,-0.944114,0.474165,0.206414,-2.01338,0.488304,-0.613146,0.16338,0.099923,-1.898366,0.178667,0.0
42,0.180813,-0.086075,0.675618,0.163191,0.156805,-0.832443,0.505786,-1.441193,0.173701,-0.219248,1.383157,-0.544433,-0.126468,-1.420156,-0.332015,-0.008176,1.442059,-0.329253,0.077702,0.326262,-0.863747,0.665739,0.100155,-2.050991,0.487671,-0.570783,0.149447,0.153293,-1.913526,0.282911,0.0
43,0.150099,-0.105049,0.67693,0.172819,0.162732,-0.825952,0.511327,-1.419203,0.193075,-0.246169,1.365975,-0.575595,-0.177348,-1.430435,-0.356101,0.017061,1.198914,-0.318657,0.041906,0.305804,-0.627492,0.85312,0.018425,-2.185674,0.38775,-0.497133,0.131944,0.205195,-1.895902,0.290287,0.0
44,0.120424,-0.126089,0.68406,0.171337,0.161914,-0.818801,0.523443,-1.34892,0.216298,-0.261382,1.317966,-0.594007,-0.219356,-1.342448,-0.31902,0.133362,0.985063,-0.230699,0.145331,0.249898,-0.309591,0.994585,-0.032248,-2.1948,0.401901,-0.416861,0.118964,0.278,-1.876712,0.361781,0.0
45,0.084759,-0.136004,0.69213,0.167962,0.159904,-0.814101,0.532409,-1.287088,0.253022,-0.285514,1.251203,-0.576322,-0.2618,-1.252024,-0.316968,0.121163,0.95363,-0.241196,0.2618,0.222608,-0.027197,1.063094,-0.032217,-2.1948,0.326945,-0.33364,0.095578,0.313733,-1.880181,0.37581,0.0
46,0.057612,-0.150286,0.693206,0.168787,0.149178,-0.813931,0.535512,-1.214366,0.283056,-0.269274,1.210892,-0.573696,-0.2618,-1.236512,-0.326508,0.120105,1.017194,-0.298705,0.2618,0.220286,0.173749,1.059376,-0.015074,-2.1948,0.368665,-0.245392,0.053371,0.313884,-1.898913,0.316041,0.0
47,0.028028,-0.16437,0.698604,0.166852,0.137712,-0.817922,0.533104,-1.124458,0.329717,-0.234487,1.153381,-0.544779,-0.2618,-1.189711,-0.319562,0.11995,1.046078,-0.351817,0.2618,0.22534,0.316672,0.99691,0.014137,-2.1948,0.455752,-0.171521,0.00523,0.300333,-1.935957,0.320738,0.0
48,-0.009004,-0.180843,0.710531,0.159615,0.122646,-0.820693,0.534737,-1.028626,0.371358,-0.205935,1.100705,-0.437528,-0.2618,-1.082408,-0.321689,0.081628,1.037704,-0.409451,0.2618,0.2193,0.366007,0.870615,0.01865,-2.1948,0.424237,-0.110928,-0.019486,0.287048,-1.949243,0.269405,0.0
49,-0.050465,-0.196354,0.727497,0.15654,0.106139,-0.826012,0.530974,-0.968929,0.399601,-0.16881,1.0799,-0.236373,-0.230088,-0.965839,-0.31707,0.030781,0.996859,-0.453104,0.2618,0.226163,0.337677,0.671688,0.010873,-2.192942,0.420137,-0.073568,-0.041626,0.27814,-1.954529,0.190887,0.0
50,-0.085902,-0.210522,0.749818,0.160665,0.091707,-0.828837,0.528021,-0.955719,0.439905,-0.034721,1.080607,-0.037,-0.071762,-0.849713,-0.315166,-0.024284,0.906644,-0.460164,0.258515,0.229852,0.285506,0.456771,0.01456,-2.191971,0.431959,-0.064895,-0.06794,0.270152,-1.977658,0.205351,0.0
51,-0.112097,-0.220691,0.765853,0.167254,0.087733,-0.831509,0.522419,-0.985081,0.393912,-0.009653,1.121063,-0.037513,0.062745,-0.782419,-0.294046,-0.046971,0.836568,-0.441509,0.241307,0.239562,0.223073,0.29521,0.02552,-2.193487,0.418097,-0.080219,-0.07119,0.26288,-1.993521,0.214925,0.0
52,-0.129369,-0.233423,0.775404,0.174387,0.087519,-0.827051,0.527178,-1.044497,0.277023,-0.03144,1.168917,-0.068433,0.013145,-0.738412,-0.291592,-0.06062,0.799074,-0.414345,0.251401,0.22661,0.160949,0.203164,0.019759,-2.189083,0.4245,-0.099104,-0.062728,0.249333,-2.003993,0.195714,0.0
53,-0.1527,-0.243564,0.774819,0.18258,0.092599,-0.810461,0.548856,-1.135524,0.212617,0.035883,1.1938,-0.120391,-0.026693,-0.713819,-0.285831,-0.064489,0.827704,-0.427672,0.26173,0.181856,0.077196,0.193235,-0.003322,-2.181822,0.44057,-0.129744,-0.052202,0.237558,-2.022879,0.203232,0.0
54,-0.177366,-0.252479,0.763078,0.189195,0.105121,-0.794595,0.567251,-1.240062,0.174302,0.13233,1.208008,-0.192948,-0.034635,-0.697934,-0.287266,-0.129222,0.887322,-0.462171,0.251024,0.157131,-0.027028,0.221748,-0.031855,-2.179929,0.424886,-0.163863,-0.040892,0.23515,-2.042369,0.206118,0.0
55,-0.204701,-0.26329,0.741451,0.187922,0.121129,-0.783159,0.580237,-1.343845,0.146553,0.213442,1.22556,-0.25446,-0.082337,-0.642099,-0.25686,-0.218796,0.907685,-0.585442,0.235721,0.162471,-0.144491,0.24398,-0.059293,-2.167449,0.416936,-0.192978,-0.02739,0.229036,-2.051449,0.165053,0.0
56,-0.231143,-0.273997,0.719639,0.180746,0.140821,-0.784003,0.576923,-1.444348,0.138567,0.265417,1.230081,-0.256389,-0.157083,-0.582778,-0.200105,-0.309106,0.903076,-0.6807,0.217162,0.220504,-0.264856,0.241609,-0.089704,-2.158395,0.448266,-0.227339,-0.013944,0.222203,-2.063684,0.139031,0.0
57,-0.259929,-0.291629,0.704323,0.166771,0.163492,-0.785911,0.572539,-1.49985,0.150082,0.32204,1.206276,-0.267928,-0.125896,-0.516163,-0.115186,-0.347237,0.887511,-0.6807,0.219442,0.288711,-0.366565,0.21474,-0.121478,-2.162791,0.440837,-0.265329,0.007758,0.212866,-2.095089,0.168331,0.0
58,-0.294383,-0.314971,0.68864,0.14797,0.182251,-0.781277,0.578357,-1.511524,0.172003,0.396729,1.197027,-0.30208,-0.056141,-0.433978,-0.03327,-0.403715,0.890673,-0.6807,0.205048,0.330074,-0.438217,0.165702,-0.150893,-2.153183,0.435573,-0.294358,0.03334,0.208603,-2.131577,0.17117,0.0
59,-0.341404,-0.349231,0.672658,0.119274,0.194189,-0.775784,0.588408,-1.496626,0.205696,0.415624,1.244279,-0.375217,0.2618,-0.304301,0.072262,-0.457166,0.872584,-0.6807,0.165691,0.367808,-0.491165,0.122483,-0.192527,-2.120848,0.448443,-0.299022,0.062616,0.200477,-2.163362,0.180134,0.0
60,-0.384642,-0.387105,0.664083,0.095414,0.20105,-0.756805,0.61459,-1.436109,0.249518,0.396222,1.288511,-0.555233,0.2618,-0.221828,0.159152,-0.484213,0.88602,-0.538107,0.120916,0.363181,-0.539663,0.082331,-0.22878,-2.089953,0.40629,-0.289304,0.061079,0.199845,-2.187796,0.200048,0.0
61,-0.40583,-0.430052,0.666284,0.084568,0.192708,-0.729505,0.650796,-1.365488,0.209773,0.323689,1.326918,-0.639523,0.2618,-0.253975,0.141446,-0.474414,1.029275,-0.205635,0.115806,0.328892,-0.57342,0.002054,-0.249334,-2.027576,0.434228,-0.250136,-0.006573,0.197725,-2.1948,0.170781,0.0
62,-0.424163,-0.476928,0.669282,0.076661,0.1875,-0.692143,0.692752,-1.304139,0.165467,0.248496,1.362143,-0.674694,0.2618,-0.38491,0.112303,-0.405174,1.266874,0.119165,0.224355,0.265812,-0.609627,-0.067724,-0.24626,-1.96607,0.453773,-0.22551,-0.090212,0.167332,-2.1948,0.109696,0.0
63,-0.443027,-0.51645,0.672932,0.073759,0.18805,-0.657405,0.725958,-1.263802,0.13741,0.181802,1.37454,-0.6807,0.261155,-0.560899,0.080764,-0.343075,1.48634,0.103967,0.184669,0.208204,-0.648763,-0.119755,-0.231657,-1.922075,0.452718,-0.224965,-0.165183,0.1237,-2.1948,0.046654,0.0
64,-0.459284,-0.558489,0.674418,0.075457,0.187677,-0.623419,0.75527,-1.223589,0.114321,0.120987,1.384916,-0.6807,0.209731,-0.746064,-0.027504,-0.297118,1.67137,-0.011327,0.096538,0.134986,-0.668388,-0.166738,-0.210387,-1.889695,0.488604,-0.216186,-0.226518,0.095179,-2.1948,-0.029275,0.0
65,-0.481242,-0.600159,0.672271,0.083266,0.183826,-0.576727,0.791619,-1.196231,0.071766,0.048833,1.39733,-0.6807,0.149622,-0.960125,-0.143041,-0.194904,1.796945,-0.172798,-0.037675,0.028589,-0.674235,-0.217614,-0.196283,-1.877767,0.469973,-0.17914,-0.279484,0.075532,-2.1948,-0.074586,0.0
66,-0.512596,-0.648214,0.670804,0.081338,0.185081,-0.53041,0.823282,-1.189737,0.06822,-0.066279,1.411819,-0.6807,0.046381,-1.145625,-0.208175,-0.062587,1.802703,-0.299862,-0.087654,-0.069042,-0.667867,-0.237488,-0.21259,-1.865357,0.45744,-0.127354,-0.288147,0.068339,-2.1948,-0.076613,0.0
67,-0.54327,-0.701672,0.671616,0.072812,0.188665,-0.495371,0.844814,-1.172176,0.102717,-0.186421,1.398826,-0.6807,-0.061436,-1.280428,-0.255455,0.067225,1.690231,-0.363947,-0.112102,-0.133311,-0.651898,-0.232491,-0.251031,-1.844079,0.471935,-0.064096,-0.266056,0.075231,-2.1948,-0.090269,0.0
68,-0.56943,-0.756246,0.676311,0.061614,0.19112,-0.474296,0.857158,-1.128608,0.171522,-0.280554,1.342848,-0.6807,-0.171384,-1.34723,-0.29605,0.157336,1.464798,-0.381122,-0.158135,-0.162691,-0.633096,-0.20871,-0.29024,-1.832561,0.470959,-0.013006,-0.241282,0.08447,-2.1948,-0.051162,0.0
69,-0.590347,-0.814247,0.687363,0.046638,0.184294,-0.46156,0.8665,-1.019605,0.27466,-0.325602,1.221412,-0.6807,-0.2618,-1.289203,-0.336813,0.165486,1.139998,-0.286283,-0.179061,-0.173545,-0.598331,-0.175426,-0.319557,-1.836848,0.456708,0.040434,-0.217589,0.109577,-2.1948,-0.034042,0.0
70,-0.605559,-0.858677,0.697366,0.036125,0.180901,-0.436236,0.88072,-0.947693,0.330759,-0.372686,1.106286,-0.660204,-0.2618,-1.168699,-0.357281,0.173414,0.847613,-0.054398,-0.113748,-0.205072,-0.533178,-0.144501,-0.367588,-1.867895,0.454943,0.064597,-0.194016,0.119283,-2.1948,-0.029896,0.0
71,-0.636393,-0.913033,0.704854,0.025939,0.172142,-0.425446,0.888082,-0.866094,0.429501,-0.398493,0.973311,-0.553623,-0.2618,-1.077628,-0.337574,0.187881,0.876437,-0.078786,0.2618,-0.215336,-0.501877,-0.120964,-0.364559,-1.890872,0.472745,0.042041,-0.208469,0.109744,-2.1948,-0.018796,0.0
72,-0.677514,-0.987152,0.716167,0.010331,0.146194,-0.428259,0.891692,-0.682578,0.587179,-0.297132,0.791494,-0.360587,-0.2618,-0.921883,-0.286728,0.076825,0.943235,-0.26911,0.2618,-0.190541,-0.490781,-0.116423,-0.315305,-1.894376,0.494416,0.033538,-0.27681,0.08964,-2.1948,-0.033541,0.0
73,-0.716333,-1.053962,0.73124,-0.001624,0.138742,-0.416882,0.898308,-0.646997,0.706223,-0.12538,0.711866,-0.117061,-0.120388,-0.810018,-0.218127,-0.043542,0.984729,-0.359594,0.260965,-0.16063,-0.484671,-0.121864,-0.307841,-1.895899,0.502921,0.016359,-0.365425,0.043989,-2.1948,0.004981,0.0
74,-0.750231,-1.094511,0.750127,-0.007179,0.148568,-0.403661,0.902737,-0.776922,0.707038,-0.074362,0.831598,-0.078425,-0.104755,-0.781975,-0.147738,-0.122823,0.985057,-0.311694,0.193508,-0.146929,-0.476287,-0.123455,-0.316892,-1.915389,0.496009,-0.030947,-0.507652,0.002042,-2.1948,0.077118,0.0
75,-0.778246,-1.130979,0.769765,-0.007224,0.160382,-0.366861,0.916318,-0.962478,0.602933,-0.108964,1.075923,-0.094749,-0.180712,-0.813891,-0.115946,-0.149478,1.029136,-0.132633,0.210878,-0.20138,-0.453662,-0.133022,-0.317966,-1.937416,0.469417,-0.085935,-0.729055,-0.038925,-2.1948,0.19365,0.0
76,-0.829277,-1.186333,0.787847,-0.013223,0.182422,-0.321901,0.928939,-1.143093,0.56727,-0.072388,1.210145,-0.027554,-0.251373,-0.896113,-0.035954,-0.105733,1.109515,0.034495,0.2618,-0.277673,-0.406559,-0.087374,-0.319683,-1.969392,0.465763,-0.128371,-0.935954,-0.095878,-2.185498,0.501166,0.0
