frame,root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,j00_hip_pitch_l_joint,j01_hip_roll_l_joint,j02_hip_yaw_l_joint,j03_knee_pitch_l_joint,j04_ankle_pitch_l_joint,j05_ankle_roll_l_joint,j06_hip_pitch_r_joint,j07_hip_roll_r_joint,j08_hip_yaw_r_joint,j09_knee_pitch_r_joint,j10_ankle_pitch_r_joint,j11_ankle_roll_r_joint,j12_waist_yaw_joint,j13_shoulder_pitch_l_joint,j14_shoulder_roll_l_joint,j15_shoulder_yaw_l_joint,j16_elbow_pitch_l_joint,j17_elbow_yaw_l_joint,j18_shoulder_pitch_r_joint,j19_shoulder_roll_r_joint,j20_shoulder_yaw_r_joint,j21_elbow_pitch_r_joint,j22_elbow_yaw_r_joint,j23_head_yaw_joint
10,1.697455,-0.734729,0.76516,-0.108431,-0.132159,0.610299,-0.773506,-0.540627,0.160989,-0.018925,0.815723,-0.404716,-0.191513,-1.129014,0.137128,0.161526,0.47605,0.328567,0.228182,-0.253814,-0.133078,0.444918,-0.258176,-2.146181,-0.325091,0.275312,-0.436761,0.052284,-2.085493,0.176981,0.0
11,1.695597,-0.696727,0.775816,-0.109881,-0.135716,0.613233,-0.770359,-0.594881,0.147751,-0.01843,0.794794,-0.374883,-0.180399,-1.087661,0.136495,0.196577,0.445855,0.147509,0.256183,-0.234356,-0.11821,0.493932,-0.244771,-2.137489,-0.360319,0.265171,-0.461844,0.074133,-2.067686,0.207346,0.0
12,1.695252,-0.660556,0.784378,-0.113001,-0.135614,0.621831,-0.762998,-0.635481,0.132715,-0.000593,0.774858,-0.340252,-0.165562,-1.079799,0.117302,0.152975,0.542114,0.088099,0.249451,-0.20667,-0.093526,0.520022,-0.227427,-2.112839,-0.371053,0.246225,-0.498945,0.096928,-2.029261,0.234154,0.0
13,1.693334,-0.627408,0.789502,-0.114025,-0.130975,0.623539,-0.762262,-0.67296,0.114777,0.006379,0.767641,-0.305008,-0.14764,-1.067193,0.073765,0.094541,0.715225,-0.021029,0.161093,-0.198561,-0.05443,0.533247,-0.20618,-2.076072,-0.386979,0.239,-0.529634,0.11337,-1.966682,0.248946,0.0
14,1.689078,-0.593712,0.790992,-0.114565,-0.126793,0.61901,-0.766567,-0.727059,0.092903,-0.007599,0.777463,-0.27004,-0.132785,-1.043597,0.004621,0.012396,0.89917,-0.11018,0.109665,-0.198968,-0.02818,0.541295,-0.191472,-2.023408,-0.422589,0.239504,-0.54712,0.112046,-1.900796,0.274261,0.0
15,1.683833,-0.558058,0.790791,-0.113199,-0.125661,0.612732,-0.771981,-0.792045,0.07424,-0.024767,0.793273,-0.234546,-0.11498,-0.991829,-0.050946,-0.035718,1.044202,-0.17178,0.076322,-0.192985,-0.013931,0.546203,-0.184221,-1.969131,-0.468671,0.245838,-0.549292,0.09289,-1.840045,0.300349,0.0
16,1.679769,-0.524344,0.788392,-0.108779,-0.121141,0.606472,-0.778257,-0.836732,0.053887,-0.042906,0.801772,-0.211602,-0.102192,-0.905713,-0.093483,-0.052302,1.155159,-0.211539,0.060456,-0.184168,0.013337,0.541205,-0.173953,-1.938678,-0.526954,0.273007,-0.552797,0.064893,-1.813409,0.31663,0.0
17,1.675608,-0.489446,0.781935,-0.105093,-0.117328,0.602393,-0.782504,-0.887035,0.031855,-0.06385,0.818212,-0.200248,-0.093244,-0.811828,-0.117214,-0.048663,1.237314,-0.214705,0.065324,-0.167507,0.036997,0.528117,-0.156214,-1.92347,-0.551249,0.294324,-0.558896,0.040106,-1.81395,0.303132,0.0
18,1.669647,-0.454597,0.771682,-0.100029,-0.110255,0.599283,-0.786574,-0.937952,0.012699,-0.076864,0.846986,-0.190651,-0.07493,-0.704335,-0.123399,-0.031112,1.291887,-0.197189,0.089144,-0.151998,0.071182,0.499606,-0.129853,-1.916515,-0.545572,0.31173,-0.570336,0.023548,-1.831231,0.274192,0.0
19,1.661005,-0.418895,0.761122,-0.095637,-0.102549,0.601526,-0.78645,-0.990054,0.002618,-0.082711,0.872506,-0.163023,-0.060204,-0.595694,-0.107906,-0.001132,1.303841,-0.171944,0.144193,-0.124405,0.110158,0.456519,-0.092953,-1.922964,-0.546996,0.314716,-0.583059,0.015011,-1.862926,0.26712,0.0
20,1.650119,-0.381606,0.753087,-0.093841,-0.096258,0.610759,-0.780322,-1.0403,0.005021,-0.080709,0.877998,-0.109284,-0.059413,-0.50366,-0.071966,0.050486,1.262928,-0.136451,0.184062,-0.079306,0.14565,0.399949,-0.055969,-1.937322,-0.543334,0.29812,-0.59349,0.015946,-1.895948,0.273027,0.0
21,1.636661,-0.340421,0.747752,-0.095754,-0.093797,0.624762,-0.769224,-1.088662,0.018623,-0.071255,0.849156,-0.0307,-0.062838,-0.442361,-0.040989,0.090357,1.155212,-0.080993,0.123133,-0.021137,0.16695,0.339604,-0.032206,-1.943585,-0.50328,0.266554,-0.598171,0.021887,-1.919391,0.27642,0.0
22,1.620015,-0.296813,0.746563,-0.099097,-0.096454,0.637538,-0.757907,-1.124289,0.036605,-0.069278,0.769804,0.077024,-0.081358,-0.411419,-0.027916,0.090427,1.021836,-0.229068,0.05001,0.03348,0.167246,0.290801,-0.022467,-1.947566,-0.461478,0.225729,-0.594912,0.035383,-1.942191,0.281951,0.0
23,1.600956,-0.254337,0.747497,-0.105106,-0.098895,0.640426,-0.754339,-1.138535,0.033304,-0.093628,0.648081,0.217579,-0.14158,-0.428279,-0.026183,0.060796,0.963128,-0.400878,0.039679,0.055417,0.151328,0.256027,-0.020303,-1.96683,-0.440238,0.190902,-0.607093,0.051984,-1.97554,0.28066,0.0
24,1.59521,-0.211259,0.74875,-0.114274,-0.099122,0.637078,-0.755809,-1.123147,0.00023,-0.159474,0.52092,0.293096,-0.261799,-0.487302,-0.045995,0.045256,0.94939,-0.498886,0.040354,0.048776,0.126617,0.229859,-0.035755,-1.989069,-0.427907,0.169248,-0.648249,0.068765,-2.011555,0.279944,0.0
25,1.584086,-0.175007,0.752106,-0.120353,-0.096606,0.634803,-0.757104,-1.104845,-0.048019,-0.288666,0.52631,0.195416,-0.2618,-0.530907,-0.05232,0.031853,0.927902,-0.556972,0.024145,0.027618,0.095483,0.215839,-0.063902,-2.004663,-0.414985,0.165851,-0.70018,0.084545,-2.048999,0.284916,0.0
26,1.565879,-0.14153,0.754834,-0.120226,-0.100823,0.627144,-0.762935,-1.127319,-0.049813,-0.267656,0.672358,0.077625,-0.2618,-0.581412,-0.026859,0.012547,0.920328,-0.568068,-0.012848,-0.013395,0.04091,0.227856,-0.103209,-2.010874,-0.429118,0.173516,-0.717979,0.091959,-2.080257,0.286548,0.0
27,1.538843,-0.106125,0.762381,-0.117938,-0.110511,0.618278,-0.769162,-1.161174,0.035018,-0.113128,0.873841,0.011178,-0.2618,-0.640008,0.017586,-0.02058,0.899068,-0.52255,-0.065595,-0.061423,-0.024183,0.252308,-0.153808,-2.013181,-0.460423,0.189116,-0.70137,0.095866,-2.099161,0.267303,0.0
28,1.510351,-0.072005,0.776954,-0.114662,-0.11936,0.616016,-0.770149,-1.139858,0.161475,0.026799,1.064457,-0.041105,-0.199127,-0.676028,0.068949,-0.038981,0.832399,-0.426989,-0.102084,-0.100374,-0.070372,0.272939,-0.207484,-2.025404,-0.473492,0.220119,-0.676913,0.099703,-2.117133,0.245773,0.0
29,1.489311,-0.036288,0.796117,-0.113997,-0.122404,0.614725,-0.770801,-1.042097,0.235029,0.117776,1.194564,-0.047144,-0.085611,-0.706007,0.094898,-0.048291,0.754177,-0.283362,-0.114456,-0.148571,-0.091163,0.284319,-0.255735,-2.048881,-0.450877,0.26348,-0.662132,0.10313,-2.141681,0.221027,0.0
30,1.471307,0.001005,0.812862,-0.119515,-0.122497,0.612709,-0.771556,-0.91108,0.215337,0.137227,1.25509,0.001692,-0.075431,-0.765307,0.09952,-0.04587,0.711534,-0.118128,-0.101978,-0.203845,-0.107226,0.289622,-0.299071,-2.073994,-0.406837,0.304581,-0.661329,0.106068,-2.164535,0.180875,0.0
31,1.455653,0.040855,0.823634,-0.127533,-0.125101,0.612505,-0.770014,-0.784065,0.141717,0.116591,1.25149,0.087984,-0.119746,-0.855911,0.106133,0.001277,0.709745,0.010781,0.028508,-0.250104,-0.127143,0.300613,-0.338703,-2.100069,-0.387403,0.319348,-0.657726,0.118924,-2.172371,0.15004,0.0
32,1.434134,0.077288,0.824299,-0.135936,-0.125662,0.61206,-0.768839,-0.655794,0.047078,0.058562,1.182422,0.177575,-0.186843,-0.943469,0.106933,0.057684,0.740312,0.032035,0.261799,-0.295662,-0.145749,0.31798,-0.361915,-2.130589,-0.381905,0.318787,-0.655638,0.135617,-2.181938,0.145045,0.0
33,1.392039,0.104576,0.812853,-0.135039,-0.127829,0.613456,-0.767526,-0.521669,0.005536,-0.034671,1.06461,0.214023,-0.25106,-1.006779,0.132678,0.068162,0.811351,0.018895,0.2618,-0.323924,-0.153043,0.357861,-0.371573,-2.168582,-0.371958,0.313508,-0.633325,0.153602,-2.190275,0.153539,0.0
34,1.387175,0.133682,0.798194,-0.134698,-0.123642,0.606608,-0.77369,-0.349885,-0.038461,-0.036398,0.855563,0.240638,-0.181739,-1.076634,0.11621,0.173951,0.976121,-0.095009,0.2618,-0.352987,-0.157983,0.379399,-0.380222,-2.1948,-0.376227,0.302851,-0.602005,0.162744,-2.180624,0.155856,0.0
35,1.384302,0.167109,0.773347,-0.127986,-0.12349,0.602122,-0.778344,-0.205854,-0.039229,0.014128,0.657977,0.045875,-0.04954,-1.14202,0.065902,0.217623,1.172163,-0.203832,0.2618,-0.356888,-0.160914,0.395318,-0.390535,-2.1948,-0.377048,0.280616,-0.554878,0.170678,-2.155921,0.152904,0.0
36,1.377388,0.194867,0.750247,-0.121367,-0.119855,0.578892,-0.797364,-0.149415,-0.026988,0.009174,0.620499,-0.285646,-0.031456,-1.164417,-0.050258,0.229042,1.342175,-0.254904,0.21334,-0.39328,-0.140937,0.398593,-0.389668,-2.1948,-0.386315,0.25227,-0.503874,0.16904,-2.125888,0.153751,0.0
37,1.364822,0.220636,0.730087,-0.114602,-0.121898,0.551525,-0.817207,-0.189232,-0.003969,-0.05489,0.675296,-0.518037,-0.053978,-1.145425,-0.156044,0.231711,1.461614,-0.328348,0.125126,-0.414412,-0.101003,0.401766,-0.381379,-2.194653,-0.407393,0.225146,-0.444312,0.159514,-2.070505,0.150305,0.0
38,1.356621,0.245811,0.7164,-0.110445,-0.131269,0.535936,-0.826646,-0.266239,0.007848,-0.099212,0.747016,-0.670444,-0.04918,-1.096908,-0.217145,0.245854,1.512956,-0.364669,0.056875,-0.383614,-0.064581,0.406555,-0.37503,-2.144702,-0.460669,0.215302,-0.372158,0.145918,-2.001568,0.161112,0.0
39,1.346715,0.267308,0.715015,-0.112536,-0.138391,0.529122,-0.829586,-0.328679,0.007675,-0.12213,0.766429,-0.6807,-0.049699,-1.015258,-0.260263,0.238812,1.488843,-0.356127,-0.003272,-0.321041,-0.00881,0.400575,-0.360849,-2.095087,-0.489469,0.234364,-0.333288,0.134309,-1.952542,0.150762,0.0
40,1.336041,0.282437,0.717478,-0.11102,-0.143418,0.540007,-0.821887,-0.376708,0.019795,-0.119888,0.798212,-0.6807,-0.061647,-0.914472,-0.287243,0.18728,1.42525,-0.364081,-0.051989,-0.221065,0.074731,0.389531,-0.327598,-2.059091,-0.431886,0.269173,-0.349181,0.143826,-1.947529,0.107119,0.0
41,1.320617,0.297048,0.722707,-0.112878,-0.153529,0.554936,-0.809773,-0.455872,0.04125,-0.112422,0.855002,-0.6807,-0.078383,-0.840987,-0.299579,0.102035,1.352846,-0.361074,-0.0825,-0.124247,0.155816,0.379992,-0.269006,-2.038123,-0.349801,0.280212,-0.39,0.172578,-1.988519,0.122685,0.0
42,1.301861,0.307435,0.736052,-0.110697,-0.164098,0.573519,-0.794918,-0.516227,0.082757,-0.102126,0.878445,-0.622226,-0.100219,-0.746068,-0.270975,0.004236,1.236364,-0.267917,-0.076768,-0.02549,0.244802,0.386453,-0.184838,-2.02991,-0.298656,0.285032,-0.418315,0.186361,-2.044769,0.151777,0.0
43,1.281005,0.316952,0.755087,-0.109784,-0.175634,0.597453,-0.774694,-0.579882,0.132715,-0.073831,0.893899,-0.497326,-0.100847,-0.648336,-0.226287,-0.093724,1.067186,-0.194989,-0.000784,0.084645,0.299233,0.388304,-0.104204,-2.007839,-0.284913,0.272229,-0.44106,0.168993,-2.086801,0.135725,0.0
44,1.259924,0.324522,0.772427,-0.107534,-0.188246,0.621765,-0.752601,-0.665083,0.197699,-0.029117,0.942007,-0.355517,-0.046088,-0.552609,-0.177824,-0.200555,0.867091,-0.163213,0.084947,0.199187,0.311527,0.393728,-0.029948,-1.978785,-0.288591,0.244738,-0.464116,0.132364,-2.117528,0.100478,0.0
45,1.239871,0.329447,0.785677,-0.102482,-0.20273,0.64063,-0.733479,-0.777592,0.275977,0.007205,1.01944,-0.206371,0.054979,-0.478865,-0.101102,-0.23966,0.684993,-0.162491,0.148309,0.303199,0.283826,0.403136,0.04001,-1.948754,-0.280757,0.200022,-0.490423,0.097012,-2.137343,0.080016,0.0
46,1.220775,0.328244,0.790719,-0.098596,-0.212834,0.646221,-0.726209,-0.891847,0.354675,0.045802,1.121165,-0.141459,0.089464,-0.428323,-0.035989,-0.215799,0.573163,-0.151581,0.214354,0.361086,0.240454,0.401661,0.102893,-1.927442,-0.289326,0.149922,-0.529549,0.073426,-2.141926,0.062188,0.0
47,1.202531,0.320724,0.791209,-0.095195,-0.216058,0.643222,-0.72837,-0.978196,0.392294,0.0663,1.214656,-0.198664,0.149565,-0.363701,0.011058,-0.210016,0.483576,-0.158975,0.239456,0.379016,0.196508,0.38961,0.143018,-1.918271,-0.297503,0.098871,-0.581689,0.059751,-2.129,0.044672,0.0
48,1.190433,0.312861,0.786565,-0.093513,-0.215335,0.639218,-0.732316,-1.045712,0.31747,0.001207,1.286666,-0.265037,0.082225,-0.321026,0.032689,-0.235817,0.446946,-0.186465,0.235355,0.377678,0.153706,0.36674,0.149678,-1.919849,-0.296869,0.04659,-0.6373,0.057507,-2.10113,0.034381,0.0
49,1.180387,0.303339,0.779292,-0.095008,-0.213839,0.630339,-0.740216,-1.090475,0.182698,-0.073097,1.318339,-0.320745,-0.046615,-0.298759,0.041578,-0.257164,0.450077,-0.227146,0.233863,0.352069,0.105426,0.336207,0.123824,-1.924221,-0.300663,0.000891,-0.678486,0.05903,-2.084571,0.038734,0.0
50,1.168986,0.290631,0.771608,-0.099086,-0.212854,0.615613,-0.75226,-1.115294,0.044594,-0.122305,1.309484,-0.373517,-0.148253,-0.295993,0.045718,-0.277319,0.489071,-0.265808,0.227859,0.301041,0.050466,0.305747,0.070002,-1.932611,-0.329346,-0.033262,-0.693043,0.059214,-2.088236,0.042845,0.0
51,1.157548,0.277329,0.767027,-0.102302,-0.214264,0.605803,-0.75936,-1.124709,-0.037588,-0.116636,1.263411,-0.405538,-0.218116,-0.321128,0.050353,-0.289957,0.558469,-0.260746,0.212544,0.251377,-0.014152,0.285726,-0.008172,-1.94084,-0.350115,-0.055446,-0.673007,0.058103,-2.09694,0.033679,0.0
52,1.146206,0.261939,0.764966,-0.104495,-0.21372,0.597217,-0.765987,-1.106427,-0.071784,-0.065949,1.196417,-0.398343,-0.242877,-0.371758,0.041926,-0.309162,0.671551,-0.194683,0.187211,0.18936,-0.080476,0.279016,-0.10793,-1.938023,-0.328242,-0.056936,-0.632864,0.057901,-2.095234,0.02105,0.0
53,1.138653,0.243444,0.761712,-0.112567,-0.202693,0.584147,-0.777828,-1.041844,-0.112706,0.018333,1.119813,-0.341357,-0.07751,-0.483509,-0.02224,-0.316091,0.890549,-0.025668,0.149909,0.088867,-0.136343,0.27578,-0.204219,-1.931568,-0.295939,-0.037194,-0.606677,0.070136,-2.086063,0.019868,0.0
54,1.135504,0.217833,0.75138,-0.118314,-0.183671,0.57323,-0.78973,-0.922354,-0.133225,0.088766,1.04988,-0.414721,0.14343,-0.651352,-0.090733,-0.218068,1.206395,0.163777,0.142411,-0.031498,-0.178656,0.30594,-0.269359,-1.952795,-0.295699,-0.009854,-0.592718,0.09262,-2.077926,0.036642,0.0
55,1.133557,0.185709,0.740042,-0.117826,-0.157389,0.565862,-0.800716,-0.773398,-0.160927,0.069611,0.986772,-0.556298,0.133629,-0.806577,-0.133709,-0.083431,1.482517,0.262356,0.10198,-0.154205,-0.214388,0.37406,-0.306543,-2.007813,-0.303173,0.028018,-0.59637,0.104786,-2.081183,0.046197,0.0
56,1.139396,0.151573,0.723733,-0.111515,-0.124823,0.566444,-0.806923,-0.641215,-0.175542,0.074191,0.989963,-0.655502,0.121377,-0.933944,-0.245946,-0.002919,1.68678,0.14164,0.014355,-0.257583,-0.250904,0.452464,-0.309846,-2.053662,-0.270468,0.08678,-0.621003,0.098119,-2.07668,0.031565,0.0
57,1.142532,0.116561,0.712628,-0.100141,-0.098909,0.562423,-0.814782,-0.535196,-0.168577,0.074647,1.012087,-0.6807,0.108986,-1.065285,-0.337312,0.070404,1.776154,-0.021503,-0.112052,-0.352276,-0.293236,0.538786,-0.292917,-2.065919,-0.240182,0.153782,-0.626773,0.071606,-2.040407,0.018951,0.0
58,1.132904,0.082567,0.709108,-0.085144,-0.086076,0.558735,-0.820461,-0.448565,-0.123453,0.057602,1.007278,-0.6807,0.070543,-1.180086,-0.331057,0.121971,1.739936,-0.118345,-0.15613,-0.425975,-0.32311,0.633862,-0.273933,-2.062918,-0.255387,0.216851,-0.594752,0.041653,-1.984518,0.032155,0.0
59,1.11584,0.05035,0.708094,-0.072919,-0.075756,0.557259,-0.823654,-0.358675,-0.067191,0.050861,0.968258,-0.6807,0.023541,-1.258771,-0.271217,0.161343,1.604333,-0.161641,-0.145312,-0.491879,-0.335861,0.71621,-0.24656,-2.066628,-0.283146,0.285692,-0.563309,0.013178,-1.947261,0.04723,0.0
60,1.099967,0.0183,0.706442,-0.062944,-0.063392,0.556292,-0.826171,-0.260952,-0.017155,0.058161,0.91754,-0.6807,-0.019981,-1.276401,-0.185878,0.219377,1.385634,-0.180073,-0.103232,-0.55709,-0.328452,0.779795,-0.206741,-2.070913,-0.256086,0.36541,-0.5407,-0.020639,-1.925057,0.03621,0.0
61,1.08977,-0.012959,0.704447,-0.055472,-0.053766,0.554052,-0.82889,-0.171493,0.021415,0.068622,0.870587,-0.6807,-0.05408,-1.239314,-0.096938,0.32853,1.105581,-0.162779,-0.007255,-0.61786,-0.321268,0.837626,-0.168517,-2.075578,-0.220848,0.435838,-0.515462,-0.055799,-1.904154,0.020139,0.0
62,1.083054,-0.043396,0.706268,-0.04157,-0.047664,0.542085,-0.83794,-0.082201,0.070088,0.06464,0.814109,-0.6807,-0.08392,-1.135305,-0.068458,0.434915,0.795142,-0.163299,0.11262,-0.692695,-0.303625,0.909766,-0.142331,-2.086825,-0.21516,0.512379,-0.478109,-0.07988,-1.888774,0.014346,0.0
63,1.077683,-0.074836,0.711655,-0.017567,-0.043055,0.513334,-0.856928,0.000498,0.143926,0.030845,0.764309,-0.6807,-0.116476,-0.994674,-0.111194,0.462684,0.549489,-0.152608,0.133551,-0.789908,-0.273868,0.983874,-0.133411,-2.100409,-0.241209,0.601756,-0.430466,-0.095731,-1.869332,0.003125,0.0
64,1.071682,-0.1092,0.707848,-0.007919,-0.037379,0.485103,-0.873622,0.042401,0.200035,-0.00798,0.764164,-0.680459,-0.147524,-0.939269,-0.158199,0.419412,0.51458,-0.126334,0.17216,-0.869629,-0.287026,1.021473,-0.132666,-2.099712,-0.260573,0.649526,-0.389528,-0.124526,-1.832683,-0.006494,0.0
65,1.058684,-0.14919,0.699978,-0.004324,-0.03448,0.457033,-0.88877,0.042489,0.264646,-0.05754,0.800407,-0.643637,-0.17742,-0.95468,-0.168564,0.38624,0.634826,-0.028758,0.261799,-0.926288,-0.309206,1.015566,-0.134606,-2.089583,-0.267726,0.665048,-0.348925,-0.154289,-1.788361,-0.003074,0.0
66,1.04467,-0.19439,0.69022,-0.003683,-0.037167,0.433318,-0.900467,0.000482,0.325505,-0.126073,0.870136,-0.550492,-0.165073,-1.037552,-0.161851,0.335837,0.846059,-0.023566,0.2618,-0.929093,-0.333997,0.943936,-0.150306,-2.083624,-0.292588,0.646113,-0.311746,-0.179645,-1.738785,-0.020579,0.0
67,1.04123,-0.233526,0.677003,-0.019731,-0.042858,0.420763,-0.905943,-0.0895,0.338692,-0.157697,0.97925,-0.421447,-0.094199,-1.15187,-0.168734,0.334654,1.044494,-0.098422,0.2618,-0.861133,-0.365967,0.790342,-0.168659,-2.080374,-0.299379,0.557753,-0.30521,-0.20358,-1.677982,-0.07859,0.0
68,1.044525,-0.265044,0.679343,-0.032575,-0.052192,0.399782,-0.914543,-0.220388,0.35056,-0.172155,1.073551,-0.219325,0.035978,-1.177847,-0.200034,0.31551,1.11849,-0.162497,0.2618,-0.777555,-0.346167,0.6162,-0.198824,-2.06386,-0.252613,0.433876,-0.364827,-0.194955,-1.649558,-0.066053,0.0
69,1.050082,-0.296352,0.688542,-0.045819,-0.06658,0.376364,-0.92294,-0.390871,0.394805,-0.128306,1.173717,-0.04329,0.117931,-1.17297,-0.236169,0.281848,1.144633,-0.223197,0.2618,-0.67302,-0.302865,0.491222,-0.265943,-2.051762,-0.213135,0.244916,-0.507721,-0.178714,-1.65974,-0.078263,0.0
70,1.055315,-0.319423,0.699389,-0.062083,-0.087085,0.346739,-0.931845,-0.580636,0.450392,-0.040724,1.262326,-0.117503,0.13634,-1.182461,-0.281853,0.244143,1.145726,-0.248939,0.2618,-0.574239,-0.301931,0.430038,-0.378628,-2.047975,-0.251784,-0.047835,-0.712905,-0.144702,-1.668283,-0.1124,0.0
71,1.060736,-0.331899,0.712471,-0.079372,-0.118273,0.313406,-0.938876,-0.794512,0.384126,-0.039428,1.282708,-0.171109,0.083923,-1.207648,-0.327197,0.203695,1.112189,-0.24566,0.2618,-0.460534,-0.368312,0.401595,-0.539355,-2.066242,-0.330911,-0.333375,-0.942055,-0.15107,-1.628454,-0.145318,0.0
72,1.065564,-0.345917,0.723719,-0.087358,-0.158069,0.282611,-0.94208,-1.007189,0.3892,0.032089,1.263754,-0.133978,0.154392,-1.221796,-0.346153,0.139285,1.072024,-0.248394,0.258219,-0.341192,-0.461326,0.362902,-0.691621,-2.062936,-0.353039,-0.493021,-1.194231,-0.265848,-1.505055,-0.228239,0.0
73,1.074864,-0.349072,0.734694,-0.084028,-0.192681,0.277813,-0.937355,-1.151696,0.355177,-0.002182,1.219279,-0.143415,0.057335,-1.212947,-0.321551,0.090528,0.99991,-0.216742,0.258541,-0.204368,-0.549642,0.257446,-0.778472,-2.014846,-0.328764,-0.648068,-1.409409,-0.297424,-1.268459,-0.301864,0.0
74,1.084656,-0.34789,0.7438,-0.082397,-0.21402,0.298241,-0.92653,-1.20881,0.229464,-0.216967,1.156987,-0.123012,-0.08765,-1.211944,-0.271326,0.090589,0.934091,-0.176049,0.2618,-0.010472,-0.660397,0.034256,-0.816892,-1.908951,-0.226888,-0.556578,-1.694653,-0.33915,-1.18186,-0.275281,0.0
75,1.08671,-0.349016,0.751613,-0.103421,-0.220626,0.320437,-0.915395,-1.187837,0.162949,-0.313412,1.075214,-0.095702,-0.182921,-1.259985,-0.240357,0.160577,0.911099,-0.150425,0.2618,0.132017,-0.784138,-0.251265,-0.725651,-1.767255,-0.130761,-0.077287,-2.207053,-0.739612,-1.144717,-0.252823,0.0
