frame,root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,j00_hip_pitch_l_joint,j01_hip_roll_l_joint,j02_hip_yaw_l_joint,j03_knee_pitch_l_joint,j04_ankle_pitch_l_joint,j05_ankle_roll_l_joint,j06_hip_pitch_r_joint,j07_hip_roll_r_joint,j08_hip_yaw_r_joint,j09_knee_pitch_r_joint,j10_ankle_pitch_r_joint,j11_ankle_roll_r_joint,j12_waist_yaw_joint,j13_shoulder_pitch_l_joint,j14_shoulder_roll_l_joint,j15_shoulder_yaw_l_joint,j16_elbow_pitch_l_joint,j17_elbow_yaw_l_joint,j18_shoulder_pitch_r_joint,j19_shoulder_roll_r_joint,j20_shoulder_yaw_r_joint,j21_elbow_pitch_r_joint,j22_elbow_yaw_r_joint,j23_head_yaw_joint
10,-0.452253,-1.09847,0.692426,-0.151076,-0.055942,-0.340705,0.926265,-0.284683,0.726033,0.062705,1.193942,-0.6807,-0.2618,-0.533805,-0.298938,-0.431155,0.637956,-0.150068,0.092948,-0.100333,-0.413941,0.623263,0.009331,-1.906179,-0.413271,0.826757,-0.457812,-0.297705,-1.0009,0.161689,0.0
11,-0.469943,-1.078219,0.693631,-0.144375,-0.040418,-0.351461,0.92412,-0.410196,0.720982,0.026695,1.224346,-0.67984,-0.2618,-0.556195,-0.280304,-0.473483,0.57362,-0.228158,0.122307,-0.013084,-0.497222,0.488285,-0.00395,-1.943406,-0.423603,0.894104,-0.542278,-0.018623,-0.994286,0.308866,0.0
12,-0.489104,-1.056505,0.698937,-0.144776,-0.031813,-0.381469,0.912419,-0.451055,0.733316,0.052161,1.226625,-0.657262,-0.2618,-0.563698,-0.275637,-0.58045,0.57391,-0.252485,0.114185,0.091634,-0.528183,0.39642,0.009155,-1.947968,-0.347127,0.90392,-0.563125,0.108886,-0.991048,0.307663,0.0
13,-0.508028,-1.036198,0.706774,-0.157535,-0.031025,-0.406682,0.89935,-0.462639,0.769258,0.078088,1.215237,-0.620872,-0.2618,-0.55823,-0.259739,-0.566274,0.673676,-0.218109,0.047639,0.161965,-0.493035,0.368769,0.029475,-1.941812,-0.246713,0.853605,-0.544188,0.150747,-0.99778,0.289098,0.0
14,-0.528306,-1.019339,0.717183,-0.172143,-0.034991,-0.416864,0.891833,-0.47257,0.797829,0.079309,1.183388,-0.573509,-0.2618,-0.526299,-0.256633,-0.496857,0.81468,-0.191947,0.02377,0.188345,-0.400711,0.371715,0.06474,-1.929634,-0.154739,0.788688,-0.514921,0.127477,-1.028914,0.374985,0.0
15,-0.54858,-1.001084,0.727946,-0.184963,-0.040878,-0.422864,0.886173,-0.481086,0.81614,0.078277,1.146299,-0.529794,-0.2618,-0.465413,-0.275233,-0.458476,0.945283,-0.167755,-0.023588,0.204023,-0.299011,0.392857,0.096879,-1.890019,-0.119031,0.730196,-0.485156,0.082808,-1.098379,0.502913,0.0
16,-0.567882,-0.980599,0.738158,-0.193089,-0.048563,-0.427052,0.882034,-0.480645,0.818466,0.089759,1.1088,-0.50114,-0.232987,-0.387913,-0.316571,-0.437464,1.066801,-0.127912,-0.090982,0.219794,-0.199572,0.414274,0.11444,-1.833173,-0.138951,0.674268,-0.46102,0.045921,-1.178433,0.6156,0.0
17,-0.58487,-0.959983,0.747042,-0.196801,-0.057727,-0.430064,0.879194,-0.464729,0.804955,0.112027,1.071619,-0.487468,-0.203198,-0.30698,-0.352121,-0.390076,1.174042,-0.048326,-0.11993,0.236564,-0.101713,0.426718,0.123212,-1.784614,-0.225995,0.627073,-0.448183,0.026469,-1.261007,0.676699,0.0
18,-0.601562,-0.938746,0.752577,-0.195274,-0.066781,-0.436046,0.875941,-0.449784,0.78664,0.144106,1.043945,-0.484927,-0.181633,-0.230158,-0.377286,-0.33773,1.257669,0.055471,-0.128211,0.257815,-0.012488,0.426265,0.14218,-1.753426,-0.340842,0.57703,-0.454158,0.031246,-1.337892,0.690892,0.0
19,-0.618742,-0.916547,0.755227,-0.189885,-0.074936,-0.442934,0.873005,-0.451217,0.762992,0.170458,1.026494,-0.48813,-0.154622,-0.149917,-0.396491,-0.306417,1.31498,0.179703,-0.096188,0.279363,0.071636,0.411605,0.171413,-1.724059,-0.340912,0.52197,-0.474959,0.057558,-1.407563,0.692411,0.0
20,-0.637755,-0.8949,0.754714,-0.18233,-0.080888,-0.451019,0.86994,-0.471818,0.742945,0.186307,1.015908,-0.483712,-0.13513,-0.072502,-0.384508,-0.276256,1.336547,0.327364,-0.007053,0.301674,0.147095,0.387721,0.199627,-1.694826,-0.23781,0.467263,-0.503905,0.092332,-1.480511,0.699068,0.0
21,-0.662036,-0.875137,0.752891,-0.174714,-0.08533,-0.462081,0.86526,-0.500023,0.732508,0.196086,1.000442,-0.466907,-0.118537,0.005335,-0.323079,-0.245128,1.300303,0.471039,0.108448,0.326981,0.205077,0.360059,0.217585,-1.676887,-0.183724,0.409299,-0.536746,0.1268,-1.553708,0.705941,0.0
22,-0.690169,-0.855717,0.747258,-0.165825,-0.089344,-0.479112,0.857305,-0.534748,0.733774,0.206861,0.992681,-0.449226,-0.112238,0.080094,-0.24712,-0.2294,1.208358,0.534158,0.167611,0.364777,0.24064,0.330778,0.223104,-1.680335,-0.201389,0.350805,-0.572154,0.152723,-1.630577,0.708637,0.0
23,-0.712564,-0.834206,0.73558,-0.15175,-0.08982,-0.502881,0.846177,-0.592848,0.738051,0.217699,1.011838,-0.421039,-0.086663,0.145197,-0.225086,-0.276781,1.057742,0.622634,0.087588,0.42082,0.253349,0.298287,0.21273,-1.707097,-0.230305,0.305324,-0.613434,0.148917,-1.725571,0.707395,0.0
24,-0.746289,-0.810993,0.719916,-0.134894,-0.085168,-0.536522,0.82867,-0.675833,0.769296,0.224796,1.02508,-0.382495,-0.078335,0.218188,-0.22776,-0.317785,1.004182,0.119514,0.182595,0.489013,0.249922,0.267447,0.208988,-1.73493,-0.208917,0.250998,-0.657025,0.142558,-1.822977,0.693733,0.0
25,-0.77954,-0.791458,0.708662,-0.120433,-0.081836,-0.555136,0.818916,-0.744133,0.778698,0.218743,1.010961,-0.360034,-0.061926,0.276986,-0.22172,-0.369331,0.937816,-0.308116,0.2618,0.514218,0.236343,0.246021,0.208162,-1.774508,-0.16677,0.193527,-0.694724,0.141532,-1.903401,0.67203,0.0
26,-0.805777,-0.773074,0.699811,-0.107875,-0.079375,-0.565741,0.813633,-0.793709,0.78129,0.227278,0.991136,-0.347402,-0.041595,0.283345,-0.218378,-0.407637,0.891325,-0.554185,0.2618,0.52407,0.193796,0.232217,0.198712,-1.83283,-0.181175,0.144491,-0.709706,0.146566,-1.954607,0.665984,0.0
27,-0.822805,-0.753933,0.693544,-0.094723,-0.075375,-0.573339,0.810326,-0.831274,0.778183,0.257779,0.970261,-0.329001,-0.013159,0.232285,-0.240699,-0.430024,0.907,-0.680685,0.2618,0.522026,0.132884,0.213729,0.182692,-1.902714,-0.191145,0.1095,-0.708452,0.16164,-1.97282,0.665498,0.0
28,-0.834736,-0.735968,0.695431,-0.084843,-0.070273,-0.56461,0.817973,-0.837303,0.762165,0.326221,0.923131,-0.328188,0.002646,0.19258,-0.242801,-0.446723,0.900954,-0.6807,0.2618,0.471446,0.067949,0.217777,0.156381,-1.987263,-0.175326,0.087157,-0.696408,0.184868,-1.959695,0.678805,0.0
29,-0.844984,-0.71951,0.696968,-0.075973,-0.068247,-0.547875,0.830303,-0.825462,0.749655,0.423188,0.887205,-0.351876,0.011792,0.16426,-0.250374,-0.476588,0.906222,-0.6807,0.2618,0.40212,-0.006649,0.248299,0.123587,-2.071255,-0.123352,0.081321,-0.676238,0.20315,-1.927023,0.7157,0.0
30,-0.852394,-0.705181,0.700404,-0.064582,-0.071577,-0.536739,0.838223,-0.809455,0.727123,0.458152,0.887499,-0.32184,0.014839,0.132675,-0.278633,-0.491063,0.927166,-0.6807,0.2618,0.350065,-0.089935,0.281145,0.088972,-2.144402,-0.077458,0.092858,-0.652017,0.214022,-1.885242,0.760498,0.0
31,-0.857205,-0.692967,0.70602,-0.048351,-0.081079,-0.532943,0.840869,-0.791289,0.676323,0.38522,0.921155,-0.261353,-0.004404,0.105416,-0.324896,-0.486895,0.943416,-0.6807,0.261576,0.315376,-0.181662,0.309508,0.051923,-2.1948,-0.088757,0.121013,-0.638855,0.216841,-1.83849,0.785532,0.0
32,-0.861154,-0.68003,0.712481,-0.033055,-0.092113,-0.529881,0.842407,-0.746394,0.64016,0.348069,0.955957,-0.223775,-0.05018,0.081412,-0.370217,-0.476698,0.954054,-0.6807,0.259662,0.28157,-0.297363,0.335937,0.005987,-2.1948,-0.137575,0.152682,-0.626227,0.211583,-1.78016,0.787618,0.0
33,-0.864672,-0.668297,0.718882,-0.019741,-0.10191,-0.526816,0.843617,-0.690967,0.617353,0.326138,0.982596,-0.212794,-0.040587,0.059748,-0.409056,-0.465946,0.960784,-0.6807,0.251912,0.247957,-0.391732,0.348832,-0.031105,-2.1948,-0.155763,0.18066,-0.607447,0.195749,-1.703058,0.775232,0.0
34,-0.867005,-0.658052,0.724905,-0.008011,-0.109995,-0.523362,0.844943,-0.630628,0.60631,0.312175,1.000885,-0.210173,-0.037435,0.042448,-0.44351,-0.458005,0.962987,-0.6807,0.248324,0.216554,-0.465937,0.345035,-0.060698,-2.1948,-0.144366,0.212796,-0.5901,0.165352,-1.616138,0.763033,0.0
35,-0.868255,-0.64785,0.729136,0.002025,-0.115211,-0.518603,0.847215,-0.580798,0.600011,0.300316,1.010861,-0.201163,-0.035752,0.020706,-0.476284,-0.452014,0.971218,-0.6807,0.248862,0.188157,-0.540555,0.331408,-0.098919,-2.1948,-0.18136,0.247752,-0.57761,0.120389,-1.516312,0.753249,0.0
36,-0.868042,-0.636738,0.731534,0.010325,-0.117752,-0.513456,0.849936,-0.540534,0.591199,0.277753,1.011513,-0.187437,-0.072794,-0.007684,-0.507668,-0.443296,0.9848,-0.6807,0.253495,0.16395,-0.612865,0.318709,-0.14684,-2.1948,-0.244612,0.278786,-0.565612,0.07023,-1.393825,0.730921,0.0
37,-0.865809,-0.62483,0.7343,0.016815,-0.116816,-0.507168,0.853728,-0.501173,0.576141,0.253446,0.994934,-0.192563,-0.102639,-0.03503,-0.533123,-0.438225,0.988885,-0.665716,0.259307,0.141601,-0.672235,0.309854,-0.199032,-2.1948,-0.273112,0.303894,-0.55601,0.017984,-1.250002,0.695159,0.0
38,-0.862015,-0.6124,0.736176,0.023015,-0.114354,-0.499239,0.858577,-0.460846,0.557347,0.238576,0.964564,-0.188777,-0.129793,-0.064735,-0.558455,-0.432345,0.993978,-0.64531,0.261114,0.121268,-0.719415,0.303448,-0.250645,-2.1948,-0.285818,0.330848,-0.563439,-0.026088,-1.091089,0.627083,0.0
39,-0.856829,-0.599973,0.736332,0.029559,-0.110768,-0.490259,0.864004,-0.422658,0.525013,0.214422,0.923044,-0.150655,-0.177105,-0.097529,-0.58645,-0.424541,1.003152,-0.629801,0.261653,0.101761,-0.763013,0.307153,-0.299855,-2.1948,-0.31118,0.359614,-0.581893,-0.039081,-0.920372,0.541538,0.0
40,-0.850065,-0.587075,0.736066,0.038037,-0.107714,-0.480129,0.869728,-0.386358,0.457236,0.155661,0.865834,-0.014479,-0.2618,-0.130021,-0.620885,-0.41396,1.011305,-0.616685,0.2618,0.084136,-0.805411,0.309961,-0.342322,-2.1948,-0.364567,0.391066,-0.607161,-0.006146,-0.752859,0.473722,0.0
41,-0.833324,-0.559766,0.738289,0.051895,-0.105943,-0.463724,0.87809,-0.359862,0.357215,0.127967,0.794898,0.160902,-0.2618,-0.172323,-0.686581,-0.39595,1.000943,-0.574111,0.2618,0.063284,-0.842536,0.297912,-0.370467,-2.1948,-0.405376,0.427399,-0.632443,0.062745,-0.616936,0.473111,0.0
42,-0.828473,-0.546199,0.735031,0.060536,-0.101666,-0.448243,0.886046,-0.30167,0.312183,0.18637,0.704967,-0.033695,-0.2618,-0.20673,-0.724376,-0.390405,1.017941,-0.569341,0.2618,0.044501,-0.875707,0.293598,-0.384412,-2.1948,-0.430394,0.466049,-0.630019,0.14098,-0.530721,0.528945,0.0
43,-0.825559,-0.53624,0.72988,0.062063,-0.094246,-0.429531,0.895974,-0.315158,0.294006,0.196783,0.679644,-0.142594,-0.2618,-0.219974,-0.744172,-0.409385,1.039213,-0.567902,0.2618,0.0167,-0.907286,0.296583,-0.392675,-2.1948,-0.439352,0.498626,-0.605796,0.189587,-0.483646,0.566889,0.0
44,-0.820353,-0.528246,0.726543,0.059719,-0.087727,-0.412969,0.904541,-0.376736,0.286623,0.161749,0.724605,-0.178613,-0.2618,-0.210826,-0.754242,-0.440325,1.047,-0.557759,0.2618,-0.006003,-0.918976,0.301699,-0.392883,-2.1948,-0.437864,0.521819,-0.572704,0.202064,-0.448072,0.552492,0.0
45,-0.811526,-0.521918,0.727966,0.053392,-0.082905,-0.40667,0.908237,-0.418888,0.285617,0.126541,0.76937,-0.184613,-0.2618,-0.181368,-0.745885,-0.470155,1.021001,-0.536327,0.2618,-0.004345,-0.915157,0.314737,-0.397377,-2.1948,-0.439904,0.532435,-0.527178,0.188289,-0.422393,0.5271,0.0
46,-0.804875,-0.516345,0.731875,0.044605,-0.076834,-0.405696,0.90968,-0.427764,0.290125,0.110265,0.772367,-0.201137,-0.2618,-0.152337,-0.721851,-0.497782,0.979919,-0.51052,0.2618,0.016684,-0.922509,0.327721,-0.403073,-2.1948,-0.450654,0.532536,-0.474601,0.174713,-0.419774,0.500514,0.0
47,-0.801783,-0.512451,0.73626,0.035344,-0.070899,-0.408402,0.909358,-0.418542,0.302393,0.114067,0.753794,-0.220089,-0.2618,-0.132993,-0.692946,-0.518906,0.940927,-0.486373,0.2618,0.05298,-0.93946,0.321656,-0.396076,-2.1948,-0.452612,0.530224,-0.433521,0.18222,-0.442018,0.465168,0.0
48,-0.798186,-0.508702,0.740745,0.026732,-0.065871,-0.415195,0.906951,-0.410177,0.317703,0.11906,0.744571,-0.227527,-0.2618,-0.122792,-0.664561,-0.525766,0.901166,-0.46197,0.2618,0.103034,-0.96062,0.304524,-0.380859,-2.1948,-0.448443,0.523982,-0.413443,0.203817,-0.479241,0.437742,0.0
49,-0.795112,-0.506025,0.744101,0.017509,-0.059705,-0.420222,0.905286,-0.414133,0.336873,0.116912,0.746544,-0.232788,-0.2618,-0.111483,-0.633592,-0.535401,0.864741,-0.441552,0.2618,0.154226,-0.986018,0.291901,-0.366243,-2.1948,-0.470045,0.511727,-0.412835,0.221677,-0.530001,0.441815,0.0
50,-0.794213,-0.503686,0.746345,0.008427,-0.052558,-0.421936,0.905062,-0.428698,0.356958,0.106462,0.75,-0.235676,-0.2618,-0.10337,-0.603435,-0.548235,0.837122,-0.424475,0.2618,0.205629,-1.009494,0.275618,-0.3581,-2.1948,-0.503084,0.497873,-0.434243,0.233214,-0.595963,0.482364,0.0
51,-0.793723,-0.501053,0.748095,0.000637,-0.045491,-0.42437,0.904345,-0.445356,0.375131,0.096508,0.754178,-0.237543,-0.2618,-0.103589,-0.577216,-0.554409,0.815237,-0.408689,0.2618,0.263654,-1.02837,0.252791,-0.353939,-2.1948,-0.535164,0.483361,-0.472188,0.233333,-0.670882,0.540397,0.0
52,-0.792642,-0.498652,0.749724,-0.006163,-0.039489,-0.42645,0.903628,-0.459755,0.390696,0.088254,0.759904,-0.240803,-0.2618,-0.102258,-0.553813,-0.559061,0.793693,-0.39494,0.2618,0.319123,-1.035754,0.226597,-0.349658,-2.1948,-0.550955,0.470701,-0.519507,0.220261,-0.747251,0.589435,0.0
53,-0.791727,-0.497558,0.751476,-0.012639,-0.034764,-0.426997,0.903496,-0.468377,0.403639,0.078634,0.759361,-0.244226,-0.2618,-0.092244,-0.529823,-0.568066,0.769511,-0.383753,0.2618,0.364722,-1.031942,0.207907,-0.342536,-2.1948,-0.561073,0.458846,-0.566983,0.193778,-0.818417,0.623314,0.0
54,-0.791433,-0.497567,0.753413,-0.019564,-0.031168,-0.426752,0.90362,-0.47113,0.416831,0.068851,0.753847,-0.244056,-0.2618,-0.075845,-0.504087,-0.581257,0.74355,-0.372812,0.2618,0.402454,-1.023429,0.202518,-0.34065,-2.1948,-0.571309,0.44276,-0.605263,0.157698,-0.875435,0.629925,0.0
55,-0.79187,-0.496616,0.755442,-0.026293,-0.027386,-0.426016,0.903919,-0.477428,0.429961,0.058459,0.748436,-0.242179,-0.2618,-0.061984,-0.479247,-0.595373,0.717783,-0.360381,0.2618,0.433314,-1.011088,0.203472,-0.343209,-2.1948,-0.580688,0.415434,-0.632037,0.120036,-0.915926,0.615556,0.0
56,-0.793491,-0.49567,0.757381,-0.032958,-0.022988,-0.424561,0.904507,-0.489303,0.444227,0.04593,0.743239,-0.235867,-0.2618,-0.050824,-0.453391,-0.610763,0.693133,-0.348306,0.2618,0.457991,-0.997443,0.208327,-0.348085,-2.1948,-0.582793,0.377733,-0.646838,0.085411,-0.945025,0.595705,0.0
57,-0.795625,-0.494886,0.759509,-0.039042,-0.018014,-0.422911,0.905151,-0.502081,0.457052,0.031588,0.734611,-0.227934,-0.2618,-0.043105,-0.427748,-0.624261,0.669542,-0.335137,0.2618,0.47944,-0.98391,0.212845,-0.347936,-2.1948,-0.583127,0.338288,-0.656011,0.05391,-0.972763,0.582861,0.0
58,-0.79744,-0.494406,0.76209,-0.043663,-0.012814,-0.422285,0.90532,-0.509536,0.467438,0.022992,0.720278,-0.21817,-0.2618,-0.038181,-0.40398,-0.634649,0.644453,-0.321802,0.2618,0.502877,-0.969979,0.212634,-0.343982,-2.1948,-0.580594,0.306911,-0.664476,0.024856,-1.008472,0.57752,0.0
59,-0.799035,-0.493305,0.764844,-0.046594,-0.007617,-0.421777,0.905469,-0.515806,0.473936,0.017831,0.703719,-0.207776,-0.2618,-0.035928,-0.383569,-0.642055,0.618229,-0.308472,0.2618,0.524065,-0.955758,0.210346,-0.337074,-2.1948,-0.583309,0.283707,-0.670714,3.1e-05,-1.050759,0.581553,0.0
60,-0.801075,-0.492244,0.767111,-0.049289,-0.002167,-0.420582,0.905912,-0.526307,0.480033,0.009898,0.689175,-0.196334,-0.2618,-0.035305,-0.363858,-0.649765,0.595098,-0.297978,0.2618,0.541015,-0.944353,0.208762,-0.330144,-2.1948,-0.580567,0.265002,-0.669544,-0.014876,-1.09523,0.593239,0.0
61,-0.803158,-0.49098,0.769061,-0.051292,0.00389,-0.418247,0.906876,-0.542175,0.484349,-0.000544,0.676503,-0.186037,-0.2618,-0.037504,-0.346401,-0.658234,0.575058,-0.288782,0.2618,0.55375,-0.935335,0.20696,-0.323182,-2.1948,-0.57819,0.252148,-0.662189,-0.017904,-1.141506,0.600915,0.0
62,-0.804811,-0.489157,0.770838,-0.052155,0.010083,-0.415845,0.907883,-0.559783,0.485341,-0.011421,0.66575,-0.178128,-0.2618,-0.04279,-0.333017,-0.665421,0.557811,-0.280139,0.2618,0.563926,-0.924892,0.206001,-0.317891,-2.1948,-0.579201,0.247742,-0.653321,-0.009222,-1.188111,0.601231,0.0
63,-0.806256,-0.488255,0.772334,-0.052422,0.01619,-0.41368,0.908768,-0.57568,0.485383,-0.021979,0.654469,-0.168814,-0.2618,-0.049173,-0.32132,-0.670663,0.54397,-0.274344,0.2618,0.571672,-0.913839,0.205443,-0.315916,-2.1948,-0.573613,0.250503,-0.642243,0.010101,-1.233665,0.601216,0.0
64,-0.80729,-0.487481,0.773664,-0.052382,0.022083,-0.411912,0.909449,-0.590244,0.485064,-0.030928,0.644347,-0.160974,-0.2618,-0.056658,-0.311618,-0.674599,0.532124,-0.267611,0.2618,0.579629,-0.905425,0.204981,-0.313387,-2.1948,-0.565381,0.259298,-0.627817,0.037686,-1.274572,0.609498,0.0
65,-0.808271,-0.486865,0.774917,-0.052516,0.027921,-0.409959,0.910163,-0.605512,0.484927,-0.040153,0.635269,-0.152349,-0.2618,-0.063872,-0.302123,-0.679393,0.521536,-0.261166,0.2618,0.586251,-0.896746,0.204553,-0.310013,-2.1948,-0.564817,0.272284,-0.610862,0.071053,-1.305108,0.626052,0.0
66,-0.809195,-0.486125,0.775932,-0.05303,0.033568,-0.407654,0.910977,-0.621967,0.485345,-0.050553,0.627871,-0.145264,-0.2618,-0.070393,-0.292399,-0.684113,0.511728,-0.254861,0.2618,0.589634,-0.878431,0.204298,-0.302964,-2.1948,-0.558288,0.285916,-0.591873,0.109431,-1.321271,0.649752,0.0
67,-0.809834,-0.485177,0.776988,-0.053825,0.038968,-0.406012,0.911449,-0.638202,0.48654,-0.060013,0.622271,-0.139874,-0.2618,-0.07639,-0.282628,-0.68802,0.500987,-0.247262,0.2618,0.590929,-0.843889,0.202516,-0.28746,-2.1948,-0.538632,0.300834,-0.57552,0.150489,-1.323162,0.668048,0.0
68,-0.810624,-0.485363,0.777808,-0.055543,0.044654,-0.405184,0.911453,-0.654248,0.49084,-0.071586,0.618059,-0.133664,-0.2618,-0.082079,-0.269308,-0.689656,0.490561,-0.240706,0.2618,0.592146,-0.788071,0.201768,-0.261684,-2.1948,-0.511786,0.317029,-0.561769,0.19055,-1.312694,0.678312,0.0
69,-0.811567,-0.485389,0.7786,-0.058578,0.050698,-0.404719,0.911154,-0.672577,0.498775,-0.084795,0.614668,-0.128079,-0.2618,-0.087242,-0.252999,-0.692871,0.478577,-0.231423,0.2618,0.593972,-0.703123,0.211973,-0.230539,-2.1948,-0.478556,0.334547,-0.549088,0.224667,-1.292011,0.682257,0.0
70,-0.812746,-0.485911,0.779245,-0.06317,0.05705,-0.405139,0.910284,-0.69207,0.511207,-0.099742,0.612341,-0.122812,-0.2618,-0.090851,-0.231582,-0.694577,0.463843,-0.222447,0.2618,0.598065,-0.595719,0.235975,-0.190782,-2.1948,-0.477559,0.352416,-0.53591,0.250379,-1.262573,0.681155,0.0
71,-0.813633,-0.485814,0.779807,-0.068906,0.063321,-0.405818,0.90915,-0.712605,0.52513,-0.116924,0.611728,-0.120702,-0.2618,-0.091496,-0.206754,-0.696755,0.44384,-0.212136,0.2618,0.606716,-0.477818,0.261212,-0.146427,-2.1948,-0.500276,0.374619,-0.522444,0.266163,-1.227627,0.679858,0.0
72,-0.814444,-0.486232,0.780264,-0.075119,0.069879,-0.407471,0.907437,-0.732916,0.541364,-0.133913,0.611615,-0.11872,-0.2618,-0.090845,-0.179052,-0.698172,0.420614,-0.202731,0.2618,0.623027,-0.353744,0.276777,-0.097852,-2.1948,-0.53614,0.406175,-0.511567,0.271648,-1.19291,0.683958,0.0
73,-0.814747,-0.486245,0.780592,-0.080758,0.076687,-0.409596,0.905444,-0.754538,0.556212,-0.150995,0.612573,-0.117907,-0.2618,-0.091845,-0.15295,-0.697128,0.397703,-0.193924,0.2618,0.645442,-0.23226,0.282414,-0.049852,-2.1948,-0.566633,0.446446,-0.501945,0.265119,-1.157517,0.683795,0.0
74,-0.815121,-0.485621,0.780933,-0.085518,0.084011,-0.412207,0.903169,-0.777852,0.569484,-0.166971,0.613349,-0.117102,-0.2618,-0.097787,-0.130181,-0.694053,0.378515,-0.18443,0.2618,0.671339,-0.121475,0.278555,-0.002218,-2.1948,-0.597296,0.489864,-0.496006,0.249416,-1.118158,0.667441,0.0
75,-0.815428,-0.485365,0.781227,-0.089575,0.091377,-0.414024,0.901227,-0.80057,0.580043,-0.183498,0.612546,-0.114212,-0.2618,-0.104167,-0.109086,-0.691546,0.361297,-0.17646,0.2618,0.698486,-0.016535,0.268328,0.043242,-2.1948,-0.614648,0.532744,-0.492986,0.225219,-1.073815,0.643699,0.0
