root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,l_hip_pitch,l_hip_roll,l_thigh,l_calf,l_ankle_pitch,l_ankle_roll,r_hip_pitch,r_hip_roll,r_thigh,r_calf,r_ankle_pitch,r_ankle_roll,l_shoulder_pitch,l_shoulder_roll,l_upper_arm,l_elbow,l_wrist,r_shoulder_pitch,r_shoulder_roll,r_upper_arm,r_elbow,r_wrist
0.628328,-1.201189,0.351204,0.045354,0.133633,-0.806964,0.573494,-0.979238,0.614231,0.373383,1.002285,-0.032836,0.0,-0.535099,0.108791,-0.264776,0.464616,-0.25785,0.0,0.590997,0.987629,0.169921,-1.376895,-0.088163,0.052177,-0.199447,0.16178,-0.860069,0.328212
0.626851,-1.203386,0.352432,0.044134,0.13147,-0.804602,0.577393,-0.924155,0.596769,0.393696,0.934169,-0.082724,0.0,-0.512097,0.10775,-0.26926,0.450867,-0.262152,0.0,0.515439,0.929688,0.154957,-1.412428,-0.124565,0.068277,-0.196223,0.163475,-0.810517,0.320895
0.625702,-1.205446,0.354463,0.044819,0.125217,-0.803327,0.580497,-0.844654,0.563949,0.430789,0.832647,-0.12576,0.0,-0.489549,0.098149,-0.268317,0.438843,-0.264285,0.0,0.444889,0.868149,0.134233,-1.448461,-0.159545,0.084914,-0.200704,0.160069,-0.768283,0.301859
0.625329,-1.206299,0.357016,0.045982,0.11638,-0.802149,0.583865,-0.765073,0.520053,0.473334,0.724056,-0.119971,0.0,-0.469767,0.082238,-0.267126,0.42895,-0.260855,0.0,0.38447,0.810037,0.10757,-1.482263,-0.189142,0.104421,-0.213764,0.154941,-0.741249,0.285173
0.625693,-1.206403,0.358972,0.04796,0.1072,-0.80375,0.583262,-0.704933,0.48342,0.514018,0.649592,-0.0931,0.0,-0.462595,0.065131,-0.257981,0.430829,-0.256218,0.0,0.339883,0.767125,0.086872,-1.500479,-0.190506,0.121884,-0.230502,0.148189,-0.728738,0.283134
0.626376,-1.20604,0.359637,0.045624,0.103686,-0.805291,0.581957,-0.680679,0.47287,0.52718,0.622887,-0.080705,0.0,-0.457773,0.06182,-0.252727,0.434349,-0.252415,0.0,0.324259,0.766254,0.071928,-1.50447,-0.176776,0.132413,-0.231187,0.138449,-0.719149,0.283651
0.626782,-1.205744,0.358874,0.037861,0.108173,-0.806467,0.580066,-0.70272,0.503824,0.507797,0.668909,-0.092538,0.0,-0.450385,0.078789,-0.253243,0.433113,-0.248769,0.0,0.349189,0.81779,0.078944,-1.51003,-0.14872,0.133818,-0.207944,0.130041,-0.712961,0.286399
0.627756,-1.204837,0.355824,0.022052,0.123821,-0.806745,0.57736,-0.790842,0.580807,0.439587,0.799738,-0.120822,0.0,-0.442731,0.123167,-0.262219,0.425484,-0.243266,0.0,0.435738,0.928048,0.132549,-1.524197,-0.099303,0.124065,-0.152713,0.125899,-0.706837,0.305528
0.6286,-1.203963,0.352523,0.010391,0.137525,-0.806489,0.574939,-0.884716,0.641905,0.371848,0.921221,-0.131065,0.0,-0.444234,0.158208,-0.270011,0.424923,-0.244533,0.0,0.512304,1.029372,0.184391,-1.521369,-0.069128,0.111837,-0.111939,0.116316,-0.712958,0.308937
0.629863,-1.202656,0.349722,0.004094,0.146908,-0.806754,0.572319,-0.968118,0.680541,0.322003,1.020074,-0.115446,0.0,-0.455779,0.178605,-0.274579,0.432123,-0.244736,0.0,0.577348,1.112493,0.219301,-1.499631,-0.030089,0.095716,-0.095002,0.113053,-0.725893,0.301973
0.631363,-1.201293,0.347815,0.002401,0.153316,-0.807579,0.569478,-1.037276,0.701799,0.285838,1.093982,-0.079909,0.0,-0.472551,0.188854,-0.276249,0.439605,-0.242378,0.0,0.640849,1.184022,0.247916,-1.466859,0.007981,0.071502,-0.093926,0.111393,-0.734533,0.29389
0.632438,-1.200436,0.347256,0.00559,0.155618,-0.808793,0.567102,-1.075934,0.707175,0.274433,1.133784,-0.037861,0.0,-0.489033,0.188067,-0.273884,0.444086,-0.239005,0.0,0.697078,1.235106,0.258886,-1.429626,0.04149,0.04279,-0.107755,0.115712,-0.735466,0.291253
0.633566,-1.199528,0.347072,0.007412,0.159396,-0.809238,0.565395,-1.102273,0.708403,0.263757,1.147818,-0.00846,0.0,-0.499462,0.192043,-0.274328,0.437949,-0.230728,0.0,0.769004,1.291087,0.267094,-1.373218,0.089587,0.012868,-0.110155,0.120978,-0.736703,0.292235
0.633806,-1.199553,0.347959,0.010839,0.159763,-0.810278,0.563745,-1.092321,0.703374,0.274554,1.131332,0.000159,0.0,-0.500942,0.191299,-0.270234,0.424852,-0.222225,0.0,0.820309,1.313989,0.249539,-1.314749,0.117945,-0.01132,-0.117945,0.125764,-0.745372,0.297939
0.633716,-1.200163,0.349083,0.01353,0.159149,-0.811824,0.561632,-1.056559,0.695014,0.296899,1.088709,-0.027322,0.0,-0.495514,0.191328,-0.263945,0.407472,-0.213558,0.0,0.85213,1.307518,0.209557,-1.250346,0.145676,-0.031861,-0.122476,0.132516,-0.760908,0.303414
0.632723,-1.201231,0.350536,0.015303,0.158928,-0.812669,0.560426,-1.004605,0.68572,0.325047,1.02237,-0.070357,0.0,-0.481659,0.194959,-0.259734,0.3822,-0.204799,0.0,0.882241,1.292856,0.167155,-1.185528,0.178425,-0.048922,-0.126713,0.143331,-0.783616,0.308524
0.630558,-1.20344,0.352396,0.01934,0.157569,-0.813897,0.5589,-0.934709,0.674235,0.365379,0.935849,-0.12336,0.0,-0.467448,0.195035,-0.253169,0.361103,-0.201995,0.0,0.907951,1.262927,0.125892,-1.137893,0.204358,-0.062819,-0.136175,0.154124,-0.814838,0.321801
0.628854,-1.205028,0.354581,0.024576,0.154922,-0.815142,0.557619,-0.861185,0.653462,0.414666,0.836907,-0.151566,0.0,-0.457607,0.189752,-0.246779,0.343718,-0.197544,0.0,0.931344,1.224016,0.087461,-1.106589,0.209788,-0.071816,-0.146822,0.157887,-0.855841,0.334069
0.627906,-1.206488,0.357678,0.035186,0.144533,-0.820845,0.55144,-0.770089,0.614734,0.49337,0.739726,-0.13475,0.0,-0.461527,0.166407,-0.224159,0.345204,-0.195142,0.0,0.941503,1.163221,0.044903,-1.094195,0.195373,-0.074417,-0.176439,0.164233,-0.908263,0.347435
0.62821,-1.207075,0.359428,0.044157,0.136932,-0.826069,0.544894,-0.717095,0.581923,0.547329,0.680002,-0.114061,0.0,-0.476508,0.146781,-0.205079,0.358182,-0.194142,0.0,0.947123,1.107451,0.003748,-1.086301,0.165361,-0.073582,-0.201312,0.164439,-0.953214,0.350443
0.6293,-1.206743,0.359772,0.048404,0.133034,-0.829063,0.540938,-0.70363,0.566237,0.568613,0.666189,-0.10427,0.0,-0.490772,0.135795,-0.19529,0.372562,-0.193474,0.0,0.94084,1.057765,-0.035702,-1.07361,0.146743,-0.070744,-0.209047,0.156817,-0.984164,0.349409
0.629712,-1.206617,0.359068,0.048957,0.131826,-0.830417,0.539104,-0.719576,0.574944,0.564328,0.703651,-0.111254,0.0,-0.499923,0.132673,-0.191428,0.388002,-0.198408,0.0,0.932116,1.022926,-0.060124,-1.061512,0.146186,-0.067822,-0.202184,0.145811,-1.000794,0.359269
0.62934,-1.206613,0.357574,0.046401,0.134289,-0.829032,0.54085,-0.760114,0.601047,0.537806,0.772262,-0.122637,0.0,-0.504622,0.137038,-0.197975,0.403564,-0.208355,0.0,0.923192,1.014423,-0.056035,-1.057995,0.140952,-0.065722,-0.186318,0.134428,-1.008826,0.363893
0.628678,-1.206534,0.355473,0.041072,0.138762,-0.825267,0.545888,-0.819597,0.633313,0.489742,0.85689,-0.129819,0.0,-0.505471,0.145418,-0.213911,0.420589,-0.222483,0.0,0.910451,1.026694,-0.035797,-1.057865,0.159292,-0.059225,-0.168148,0.12644,-1.010984,0.367002
0.628113,-1.206446,0.353458,0.035703,0.13989,-0.82187,0.551077,-0.87313,0.656278,0.443815,0.937617,-0.127541,0.0,-0.504984,0.148281,-0.227373,0.442662,-0.239203,0.0,0.864612,1.026242,-0.019762,-1.047097,0.163455,-0.046822,-0.159992,0.126689,-1.007384,0.363743
0.627583,-1.206291,0.352074,0.032882,0.137127,-0.818371,0.557121,-0.910349,0.662689,0.413841,0.998131,-0.110825,0.0,-0.505523,0.141316,-0.238495,0.467343,-0.256856,0.0,0.795982,1.018543,-0.002841,-1.042089,0.180929,-0.029496,-0.168668,0.135493,-0.994629,0.360443
0.627103,-1.206267,0.351182,0.031943,0.133789,-0.814799,0.56319,-0.939196,0.661364,0.392552,1.044116,-0.085666,0.0,-0.507008,0.131454,-0.248356,0.489404,-0.273148,0.0,0.724493,1.014814,0.015714,-1.050944,0.210576,-0.014132,-0.183978,0.15235,-0.97221,0.357506
0.626901,-1.205981,0.350751,0.031625,0.130825,-0.810366,0.570256,-0.964369,0.652738,0.373309,1.074781,-0.05277,0.0,-0.505841,0.121155,-0.260167,0.50218,-0.284274,0.0,0.656507,1.016687,0.042668,-1.088056,0.228835,-0.001518,-0.198499,0.171448,-0.9363,0.353882
0.627532,-1.20525,0.350829,0.032615,0.127459,-0.805317,0.578061,-0.978645,0.630535,0.361933,1.08015,-0.01954,0.0,-0.50439,0.107796,-0.272866,0.50685,-0.289076,0.0,0.59495,1.017568,0.082588,-1.149341,0.22286,0.009961,-0.214605,0.192383,-0.891587,0.34416
0.628439,-1.204551,0.351365,0.034385,0.124269,-0.799789,0.58627,-0.978113,0.599582,0.358328,1.059631,0.001237,0.0,-0.500697,0.093867,-0.28626,0.503965,-0.289842,0.0,0.532673,1.006953,0.125572,-1.232712,0.197616,0.022759,-0.227431,0.210174,-0.846918,0.324946
0.628856,-1.204368,0.352467,0.036611,0.120423,-0.793615,0.59526,-0.960022,0.562325,0.358931,1.014697,0.009225,0.0,-0.489935,0.0796,-0.300727,0.492524,-0.288876,0.0,0.457776,0.972362,0.159139,-1.31818,0.140274,0.041838,-0.236581,0.220664,-0.807414,0.305609
0.627647,-1.205612,0.354419,0.039738,0.115013,-0.786434,0.605569,-0.916902,0.52188,0.368444,0.9418,-0.001175,0.0,-0.466679,0.064619,-0.316922,0.471704,-0.290648,0.0,0.359662,0.8996,0.17349,-1.394884,0.051566,0.067866,-0.246486,0.228458,-0.77599,0.283526
0.624024,-1.208624,0.356934,0.045866,0.107516,-0.778497,0.616668,-0.85151,0.480342,0.389023,0.84411,-0.026246,0.0,-0.436352,0.047024,-0.333904,0.448966,-0.300069,0.0,0.241159,0.799573,0.163793,-1.461068,-0.048435,0.101491,-0.265876,0.231067,-0.76533,0.273321
0.619918,-1.211933,0.359423,0.05428,0.09855,-0.770543,0.627379,-0.772102,0.431438,0.422198,0.72109,-0.05104,0.0,-0.408955,0.025343,-0.3507,0.430784,-0.312739,0.0,0.12173,0.687883,0.137585,-1.506266,-0.129078,0.143305,-0.291977,0.227175,-0.776017,0.2768
0.617737,-1.213521,0.361605,0.064139,0.087297,-0.763271,0.636932,-0.691763,0.364201,0.460475,0.578695,-0.044388,0.0,-0.393452,-0.005496,-0.365126,0.422097,-0.321553,0.0,0.008153,0.57055,0.108364,-1.523244,-0.202387,0.19416,-0.328863,0.213657,-0.809827,0.287828
0.618425,-1.212923,0.362507,0.073202,0.079603,-0.760403,0.640384,-0.641624,0.304845,0.488522,0.465959,-0.013883,0.0,-0.404716,-0.035144,-0.367207,0.43364,-0.325369,0.0,-0.071002,0.490189,0.099018,-1.525422,-0.247715,0.233269,-0.365103,0.200931,-0.850944,0.297422
0.619933,-1.211838,0.362576,0.079699,0.077479,-0.762439,0.637442,-0.622546,0.275866,0.510787,0.410425,0.008153,0.0,-0.429672,-0.051898,-0.35637,0.453034,-0.323953,0.0,-0.113831,0.455774,0.105979,-1.520636,-0.255856,0.246352,-0.386181,0.191229,-0.877399,0.303665
0.620394,-1.211822,0.362542,0.084624,0.077539,-0.76728,0.630957,-0.618063,0.273054,0.530614,0.400788,0.011274,0.0,-0.454385,-0.0591,-0.337937,0.474673,-0.325934,0.0,-0.12546,0.460364,0.108842,-1.498019,-0.245924,0.243875,-0.401956,0.173494,-0.890808,0.301768
0.619313,-1.213039,0.362529,0.086028,0.079757,-0.772985,0.623484,-0.627443,0.299324,0.541605,0.440956,-0.00463,0.0,-0.46583,-0.052561,-0.320011,0.485465,-0.330665,0.0,-0.107346,0.509938,0.101278,-1.473332,-0.218443,0.225957,-0.403692,0.151538,-0.894118,0.303208
0.619649,-1.212865,0.36095,0.077977,0.090008,-0.779077,0.615514,-0.678705,0.366354,0.527577,0.553231,-0.045965,0.0,-0.472699,-0.022003,-0.309152,0.488904,-0.328314,0.0,-0.034715,0.631401,0.104269,-1.467895,-0.162163,0.196154,-0.373743,0.136798,-0.892298,0.309963
0.621724,-1.211015,0.356541,0.0553,0.116179,-0.784657,0.60643,-0.802888,0.493338,0.452862,0.75495,-0.105756,0.0,-0.473265,0.051287,-0.312951,0.476266,-0.313788,0.0,0.132779,0.836496,0.171661,-1.492437,-0.066093,0.149209,-0.295821,0.151987,-0.880978,0.308883
0.624262,-1.208637,0.352383,0.037004,0.135682,-0.790012,0.596743,-0.911276,0.583184,0.381418,0.906939,-0.123329,0.0,-0.482187,0.106147,-0.311727,0.476308,-0.301994,0.0,0.296006,1.023921,0.242286,-1.47064,0.014417,0.110631,-0.239655,0.162011,-0.881783,0.30459
0.626735,-1.206294,0.349118,0.024462,0.149231,-0.793793,0.589088,-1.001304,0.639992,0.323439,1.017478,-0.108163,0.0,-0.495315,0.142294,-0.311273,0.482783,-0.293695,0.0,0.45394,1.188382,0.289358,-1.409583,0.098792,0.07634,-0.205334,0.172865,-0.886908,0.304187
0.62903,-1.204232,0.346859,0.015641,0.159669,-0.795702,0.584055,-1.075473,0.674425,0.275539,1.09515,-0.077236,0.0,-0.504768,0.168568,-0.313835,0.481888,-0.28373,0.0,0.612912,1.333316,0.319622,-1.33326,0.189785,0.04061,-0.17968,0.184891,-0.887548,0.310772
0.630705,-1.202757,0.345931,0.011117,0.166292,-0.796205,0.581619,-1.123272,0.689569,0.245119,1.13679,-0.043209,0.0,-0.508231,0.184288,-0.31702,0.471558,-0.272145,0.0,0.746641,1.436396,0.310532,-1.262462,0.252164,0.005747,-0.164516,0.191203,-0.884888,0.312343
0.632072,-1.201737,0.346161,0.010204,0.168548,-0.797077,0.579789,-1.136538,0.690281,0.238347,1.14415,-0.017924,0.0,-0.509065,0.189745,-0.316115,0.458636,-0.260113,0.0,0.853699,1.494951,0.277053,-1.206217,0.268805,-0.027715,-0.159526,0.19422,-0.881869,0.312527
0.632527,-1.201708,0.347225,0.011044,0.169861,-0.798019,0.578093,-1.124026,0.686496,0.242689,1.122104,-0.013098,0.0,-0.503278,0.194406,-0.312864,0.437132,-0.247875,0.0,0.955968,1.53254,0.254629,-1.166876,0.26322,-0.061109,-0.153708,0.197548,-0.8707,0.314884
0.631815,-1.202506,0.348559,0.012005,0.171976,-0.798538,0.576729,-1.092977,0.685376,0.256673,1.077631,-0.037688,0.0,-0.491456,0.202568,-0.309988,0.40928,-0.237154,0.0,1.039983,1.542426,0.240912,-1.145283,0.247722,-0.092502,-0.139147,0.19318,-0.856889,0.310305
0.629689,-1.204402,0.350016,0.018398,0.175869,-0.801427,0.571355,-1.049909,0.692167,0.287216,1.014517,-0.087104,0.0,-0.489547,0.211263,-0.29875,0.382661,-0.228537,0.0,1.04,1.490704,0.196166,-1.135526,0.234753,-0.130016,-0.122555,0.186233,-0.851996,0.311754
0.627435,-1.206025,0.351694,0.020263,0.174158,-0.804766,0.567107,-0.975795,0.694659,0.337459,0.934412,-0.140388,0.0,-0.474295,0.215898,-0.285817,0.360994,-0.223781,0.0,1.04,1.397476,0.166388,-1.136351,0.23109,-0.144112,-0.105981,0.178354,-0.854894,0.313102
0.62656,-1.207174,0.35413,0.025193,0.16556,-0.810049,0.561939,-0.882107,0.674122,0.410686,0.844581,-0.159842,0.0,-0.464518,0.202793,-0.265248,0.350574,-0.219828,0.0,1.002608,1.266057,0.117339,-1.133897,0.220631,-0.143624,-0.108397,0.175468,-0.87698,0.318597
0.626613,-1.207851,0.35656,0.036773,0.152787,-0.81749,0.554088,-0.797839,0.63629,0.495753,0.770388,-0.146109,0.0,-0.475797,0.173413,-0.236598,0.359586,-0.218918,0.0,0.91307,1.112082,0.034097,-1.108637,0.20621,-0.13804,-0.13178,0.181368,-0.917281,0.327272
0.627374,-1.207892,0.357255,0.046159,0.145049,-0.822908,0.547405,-0.766767,0.612685,0.539776,0.747446,-0.138443,0.0,-0.498282,0.151874,-0.216309,0.380295,-0.22224,0.0,0.849972,1.009579,-0.041461,-1.065668,0.21221,-0.131164,-0.152688,0.188902,-0.958936,0.337741
0.628381,-1.207388,0.356309,0.049494,0.145113,-0.825171,0.543678,-0.787882,0.618992,0.53928,0.781529,-0.139092,0.0,-0.520133,0.147371,-0.209906,0.401581,-0.227346,0.0,0.824382,0.972801,-0.099428,-1.033068,0.228582,-0.124798,-0.154064,0.191427,-0.986513,0.349252
0.629385,-1.206485,0.35421,0.048037,0.150383,-0.825204,0.542324,-0.847423,0.64786,0.505283,0.860234,-0.137785,0.0,-0.538646,0.154842,-0.213767,0.421035,-0.232785,0.0,0.830485,0.990679,-0.114663,-1.030224,0.221498,-0.121519,-0.134712,0.186597,-0.999762,0.375708
0.630218,-1.205548,0.351342,0.043119,0.158399,-0.82292,0.543923,-0.936065,0.684839,0.44104,0.965332,-0.12579,0.0,-0.553609,0.167851,-0.227336,0.442682,-0.24204,0.0,0.851784,1.034399,-0.092032,-1.03815,0.234719,-0.118705,-0.107691,0.181232,-1.000074,0.399474
0.630377,-1.205144,0.349115,0.039138,0.160878,-0.819061,0.549295,-1.011228,0.702382,0.380765,1.056053,-0.09711,0.0,-0.56152,0.168524,-0.242836,0.46911,-0.257837,0.0,0.848619,1.070076,-0.055822,-1.046043,0.23943,-0.104192,-0.103222,0.178979,-0.996651,0.399527
0.629583,-1.205442,0.34761,0.035927,0.159034,-0.81352,0.558213,-1.07309,0.706354,0.326168,1.135213,-0.054412,0.0,-0.56073,0.159729,-0.260713,0.497568,-0.280167,0.0,0.802551,1.078584,-0.020647,-1.038312,0.260295,-0.07912,-0.115636,0.18059,-0.992616,0.392035
0.627974,-1.206483,0.347214,0.03505,0.153817,-0.806849,0.569304,-1.101884,0.696937,0.299368,1.180668,-0.017342,0.0,-0.551155,0.143355,-0.278356,0.518436,-0.303045,0.0,0.727947,1.072237,0.011053,-1.039705,0.297357,-0.050367,-0.145438,0.187258,-0.979704,0.383063
0.626271,-1.207743,0.347362,0.03413,0.148334,-0.798712,0.582144,-1.109072,0.678483,0.28609,1.196265,0.004503,0.0,-0.534487,0.12657,-0.299305,0.530473,-0.323743,0.0,0.644118,1.062552,0.052612,-1.060576,0.319529,-0.019494,-0.177447,0.193534,-0.952675,0.368388
0.624028,-1.210078,0.348475,0.034551,0.141752,-0.788503,0.597474,-1.08693,0.646315,0.284676,1.175595,0.003079,0.0,-0.507574,0.107355,-0.323922,0.531596,-0.344443,0.0,0.550332,1.033652,0.111487,-1.114949,0.31018,0.010989,-0.213556,0.195216,-0.918308,0.34775
0.621389,-1.212896,0.35048,0.03521,0.133557,-0.776985,0.61418,-1.032564,0.604966,0.30141,1.116511,-0.02,0.0,-0.46891,0.088536,-0.350975,0.5183,-0.360684,0.0,0.442798,0.965688,0.176183,-1.197535,0.247923,0.047282,-0.246423,0.189089,-0.878929,0.312669
0.617911,-1.21634,0.353429,0.037311,0.123129,-0.763314,0.633087,-0.946317,0.551957,0.336081,1.01163,-0.058808,0.0,-0.417534,0.069438,-0.382936,0.488158,-0.37306,0.0,0.307654,0.841045,0.213083,-1.30184,0.15179,0.090504,-0.27626,0.170904,-0.848018,0.28153
0.615523,-1.218424,0.357363,0.04184,0.108111,-0.747747,0.653785,-0.837087,0.468857,0.378332,0.849388,-0.071841,0.0,-0.362389,0.042414,-0.419801,0.445505,-0.37418,0.0,0.151552,0.674174,0.202842,-1.403775,0.044418,0.14887,-0.31239,0.134798,-0.851925,0.263634
0.614815,-1.218664,0.361102,0.04827,0.092159,-0.733012,0.672213,-0.729936,0.367888,0.401804,0.649872,-0.045617,0.0,-0.320319,0.01077,-0.455477,0.408462,-0.36808,0.0,-0.00031,0.516396,0.167874,-1.479101,-0.068858,0.215742,-0.354012,0.094335,-0.886529,0.262875
